query_pid,query_wid,n_rel,s1_rel_ranks,s1_first,s1_ap,s1_top1,cov_K5,hyb_first_K5,hyb_ap_K5,hyb_top1_K5,rr_first_K5,rr_ap_K5,hub_first_K5,hub_ap_K5,hub_top1_K5,cov_K10,hyb_first_K10,hyb_ap_K10,hyb_top1_K10,rr_first_K10,rr_ap_K10,hub_first_K10,hub_ap_K10,hub_top1_K10,cov_K20,hyb_first_K20,hyb_ap_K20,hyb_top1_K20,rr_first_K20,rr_ap_K20,hub_first_K20,hub_ap_K20,hub_top1_K20,cov_K30,hyb_first_K30,hyb_ap_K30,hyb_top1_K30,rr_first_K30,rr_ap_K30,hub_first_K30,hub_ap_K30,hub_top1_K30,cov_K50,hyb_first_K50,hyb_ap_K50,hyb_top1_K50,rr_first_K50,rr_ap_K50,hub_first_K50,hub_ap_K50,hub_top1_K50,cov_K100,hyb_first_K100,hyb_ap_K100,hyb_top1_K100,rr_first_K100,rr_ap_K100,hub_first_K100,hub_ap_K100,hub_top1_K100,cov_K200,hyb_first_K200,hyb_ap_K200,hyb_top1_K200,rr_first_K200,rr_ap_K200,hub_first_K200,hub_ap_K200,hub_top1_K200,cov_K500,hyb_first_K500,hyb_ap_K500,hyb_top1_K500,rr_first_K500,rr_ap_K500,hub_first_K500,hub_ap_K500,hub_top1_K500
P_198079,W_122815,12,1;23;183;194;211;272;442;896;957;1620;2416;3377,1,0.10151444672656888,P_198631,1,1,0.10151445,P_198631,1,0.10151445,1,0.10151445,P_198631,1,1,0.10151445,P_198631,1,0.10151445,1,0.10151445,P_198631,1,1,0.10151445,P_198631,1,0.10151445,1,0.10151445,P_198631,2,1,0.11278659,P_198631,1,0.1151014,1,0.1776014,P_198631,2,1,0.10941959,P_198631,2,0.06926807,1,0.1776014,P_198631,2,1,0.10093474,P_198631,2,0.05877424,1,0.1776014,P_198631,4,1,0.2649426,P_197902,1,0.22989341,1,0.32451707,P_197902,7,1,0.32625911,P_197902,1,0.29172563,1,0.41074487,P_197902
P_198104,W_122729,12,4;13;14;18;26;34;58;64;422;424;2448;3957,4,0.12560500087125462,P_479413,1,3,0.13254945,P_422793,3,0.13254945,1,0.188105,P_753222,1,3,0.13254945,P_422793,3,0.13254945,1,0.188105,P_753222,4,2,0.23613105,P_422793,2,0.23017867,1,0.36113105,P_676533,5,2,0.25482763,P_422793,2,0.24346399,1,0.41917948,P_613488,6,2,0.21529285,P_422793,2,0.20833569,1,0.42861381,P_613488,8,2,0.23703078,P_422793,2,0.22128937,1,0.568391,P_613488,8,2,0.19420692,P_422793,2,0.16642215,1,0.54241165,P_613488,10,2,0.19945536,P_422793,1,0.18941628,1,0.64376821,P_613488
P_198136,W_122815,12,266;443;458;995;1167;1329;1342;1614;1718;2039;2947;5518,266,0.004488883551558944,P_775027,0,266,0.00448888,P_775027,266,0.00448888,266,0.00448888,P_197167,0,266,0.00448888,P_775027,266,0.00448888,266,0.00448888,P_757282,0,266,0.00448888,P_775027,266,0.00448888,266,0.00448888,P_757282,0,266,0.00448888,P_775027,266,0.00448888,266,0.00448888,P_757282,0,266,0.00448888,P_775027,266,0.00448888,266,0.00448888,P_757282,0,266,0.00448888,P_757282,266,0.00448888,266,0.00448888,P_757282,0,266,0.00448888,P_421929,266,0.00448888,266,0.00448888,P_421929,3,9,0.01374176,P_198062,5,0.0212332,6,0.01867303,P_421929
P_198156,W_122815,12,45;55;57;120;130;194;209;260;291;377;655;2389,45,0.029789345618392266,P_350674,0,45,0.02978935,P_269549,45,0.02978935,45,0.02978935,P_784050,0,45,0.02978935,P_746537,45,0.02978935,45,0.02978935,P_218179,0,45,0.02978935,P_72595,45,0.02978935,45,0.02978935,P_72595,0,45,0.02978935,P_72595,45,0.02978935,45,0.02978935,P_72595,1,2,0.06960416,P_72595,2,0.06960416,1,0.11127083,P_198631,3,1,0.20941011,P_198079,1,0.20941011,1,0.20385456,P_198079,6,1,0.29503001,P_198079,1,0.29829411,1,0.40539286,P_198079,10,1,0.3397185,P_198079,1,0.30185867,1,0.65784008,P_198079
P_198254,W_50939,12,3;28;80;124;132;239;256;684;906;1338;2567;5585,3,0.050032033551272136,P_355584,1,1,0.10558759,P_298104,1,0.10558759,1,0.10558759,P_298104,1,1,0.10558759,P_298104,1,0.10558759,1,0.10558759,P_298104,1,1,0.10558759,P_298104,1,0.10558759,1,0.10558759,P_298104,2,1,0.18296854,P_298104,1,0.18296854,1,0.18296854,P_298104,2,1,0.18296854,P_298104,1,0.18296854,1,0.18296854,P_298104,3,1,0.18945893,P_298104,1,0.19651021,1,0.26317687,P_298104,5,1,0.21608635,P_298104,1,0.2346205,1,0.23245568,P_298104,7,1,0.22054251,P_298104,1,0.22148725,1,0.16739785,P_298104
P_198286,W_7584,12,5;7;131;499;546;929;1107;1421;1500;1561;3092;3252,5,0.046987844776203484,P_340575,1,4,0.05115451,P_283664,4,0.05115451,4,0.05115451,P_283664,2,1,0.10836351,P_567064,1,0.10836351,1,0.11067832,P_567064,2,1,0.1009561,P_567064,1,0.10026165,1,0.10373388,P_567064,2,1,0.09625524,P_567064,1,0.09625524,1,0.09861692,P_567064,2,1,0.09391003,P_567064,1,0.09391003,1,0.09579737,P_567064,2,1,0.09187751,P_567064,1,0.0917607,1,0.09271855,P_567064,3,1,0.09179624,P_567064,1,0.09187034,1,0.0942858,P_567064,4,1,0.09141129,P_567064,2,0.04996295,1,0.17576065,P_567064
P_198294,W_10576,12,41;57;80;99;101;112;155;182;189;296;735;861,41,0.036656818081431834,P_223350,0,41,0.03665682,P_99634,41,0.03665682,41,0.03665682,P_286642,0,41,0.03665682,P_662329,41,0.03665682,41,0.03665682,P_662329,0,41,0.03665682,P_145397,41,0.03665682,41,0.03665682,P_662329,0,41,0.03665682,P_145397,41,0.03665682,41,0.03665682,P_662329,1,13,0.04103455,P_145397,9,0.04388356,5,0.05129096,P_662329,4,10,0.06292762,P_145397,7,0.07251922,1,0.17015781,P_145396,9,6,0.11017902,P_658498,3,0.13034852,1,0.38533033,P_20321,10,6,0.08452277,P_658498,3,0.08693968,1,0.38095943,P_20321
P_198298,W_9131,12,1;91;224;559;1850;1899;1900;2345;3563;4355;4716;5931,1,0.08872186868231587,P_329650,1,1,0.08872187,P_329650,1,0.08872187,1,0.08872187,P_329650,1,1,0.08872187,P_329650,1,0.08872187,1,0.08872187,P_329650,1,1,0.08872187,P_329650,1,0.08872187,1,0.08872187,P_329650,1,1,0.08872187,P_329650,1,0.08872187,1,0.08872187,P_329650,1,1,0.08872187,P_329650,1,0.08872187,1,0.08872187,P_329650,2,1,0.08885115,P_329650,1,0.08892289,1,0.08949453,P_329650,2,1,0.08795194,P_329650,1,0.08794522,1,0.08832715,P_329650,3,1,0.10727076,P_329650,1,0.10724701,1,0.17003014,P_329650
P_198301,W_122815,12,404;2049;2075;2087;2426;2511;2590;2853;3854;4789;5304;5392,404,0.002124482034688851,P_219678,0,404,0.00212448,P_775013,404,0.00212448,404,0.00212448,P_219678,0,404,0.00212448,P_362881,404,0.00212448,404,0.00212448,P_362881,0,404,0.00212448,P_270255,404,0.00212448,404,0.00212448,P_270255,0,404,0.00212448,P_270255,404,0.00212448,404,0.00212448,P_270255,0,404,0.00212448,P_270255,404,0.00212448,404,0.00212448,P_270255,0,404,0.00212448,P_30478,404,0.00212448,404,0.00212448,P_30478,0,404,0.00212448,P_30478,404,0.00212448,404,0.00212448,P_30478,1,410,0.00212146,P_30478,395,0.00212918,353,0.00215428,P_30478
P_198313,W_20539,12,71;104;156;331;511;720;1432;1761;1871;2873;3028;6590,71,0.008827041178463271,P_511781,0,71,0.00882704,P_53042,71,0.00882704,71,0.00882704,P_53042,0,71,0.00882704,P_53042,71,0.00882704,71,0.00882704,P_53042,0,71,0.00882704,P_53042,71,0.00882704,71,0.00882704,P_108182,0,71,0.00882704,P_53042,71,0.00882704,71,0.00882704,P_108182,0,71,0.00882704,P_53042,71,0.00882704,71,0.00882704,P_108182,1,8,0.01807,P_53042,7,0.01955809,1,0.09098667,P_792867,3,2,0.05620655,P_17275,3,0.04205399,3,0.07889265,P_586498,4,2,0.05152809,P_17275,4,0.02938768,3,0.08583432,P_586498
P_198343,W_69970,12,17;41;55;75;148;272;496;585;626;880;2671;3362,17,0.027711814517835307,P_770718,0,17,0.02771181,P_692693,17,0.02771181,17,0.02771181,P_692693,0,17,0.02771181,P_719149,17,0.02771181,17,0.02771181,P_719149,1,1,0.10614319,P_69970,1,0.10614319,1,0.10614319,P_69970,1,1,0.10614319,P_69970,1,0.10614319,1,0.10614319,P_69970,2,1,0.11489866,P_69970,1,0.12059666,1,0.18541148,P_69970,4,1,0.19655041,P_128187,1,0.20033216,1,0.27308825,P_128187,5,1,0.2518357,P_128187,1,0.27226174,1,0.35153419,P_128187,7,1,0.25483042,P_128187,1,0.27450491,1,0.3854544,P_128187
P_198432,W_121296,12,452;469;550;741;814;850;898;909;1562;1708;2167;3072,452,0.005643815388486941,P_82874,0,452,0.00564382,P_744091,452,0.00564382,452,0.00564382,P_770918,0,452,0.00564382,P_744091,452,0.00564382,452,0.00564382,P_744091,0,452,0.00564382,P_744091,452,0.00564382,452,0.00564382,P_103473,0,452,0.00564382,P_279148,452,0.00564382,452,0.00564382,P_103473,0,452,0.00564382,P_515619,452,0.00564382,452,0.00564382,P_103473,0,452,0.00564382,P_515619,452,0.00564382,452,0.00564382,P_103473,0,452,0.00564382,P_515619,452,0.00564382,452,0.00564382,P_103473,2,225,0.00618976,P_515619,203,0.00630824,27,0.00911131,P_368312
P_1985,W_1983,12,3988;4062;4487;4846;5219;5586;8142;8262;8682;9497;12809;13314,3988,0.0008289159488957118,P_176790,0,3988,0.00082892,P_176790,3988,0.00082892,3988,0.00082892,P_765116,0,3988,0.00082892,P_176790,3988,0.00082892,3988,0.00082892,P_765116,0,3988,0.00082892,P_176790,3988,0.00082892,3988,0.00082892,P_765116,0,3988,0.00082892,P_176790,3988,0.00082892,3988,0.00082892,P_326673,0,3988,0.00082892,P_501399,3988,0.00082892,3988,0.00082892,P_326673,0,3988,0.00082892,P_485570,3988,0.00082892,3988,0.00082892,P_326673,0,3988,0.00082892,P_489000,3988,0.00082892,3988,0.00082892,P_326673,0,3988,0.00082892,P_551702,3988,0.00082892,3988,0.00082892,P_326673
P_198526,W_11471,12,47;49;93;137;148;231;308;487;509;544;617;704,47,0.02444983263587529,P_76653,0,47,0.02444983,P_428183,47,0.02444983,47,0.02444983,P_428183,0,47,0.02444983,P_428183,47,0.02444983,47,0.02444983,P_428183,0,47,0.02444983,P_165422,47,0.02444983,47,0.02444983,P_165422,0,47,0.02444983,P_165422,47,0.02444983,47,0.02444983,P_165422,2,20,0.02881843,P_165422,17,0.03012976,26,0.02738251,P_165422,3,29,0.02832108,P_165422,27,0.02926148,22,0.02792499,P_165422,5,47,0.02355076,P_165422,52,0.02333875,34,0.02384572,P_165422,8,106,0.01684578,P_765411,127,0.01651021,65,0.01791533,P_165422
P_198532,W_34699,12,16;44;90;125;139;177;206;214;234;486;1119;1381,16,0.03267319985145661,P_165362,0,16,0.0326732,P_546670,16,0.0326732,16,0.0326732,P_165362,0,16,0.0326732,P_546670,16,0.0326732,16,0.0326732,P_165362,1,14,0.03341725,P_253412,14,0.03341725,16,0.0326732,P_165362,1,17,0.03236683,P_415601,18,0.0320945,17,0.03236683,P_415601,2,7,0.04224842,P_415601,5,0.04675391,12,0.03819719,P_415601,3,6,0.05575357,P_415601,4,0.06339921,3,0.06439336,P_415601,6,1,0.15532373,P_34700,1,0.15409963,1,0.1864816,P_34700,10,1,0.18568681,P_34700,1,0.17407617,1,0.24528514,P_34700
P_198562,W_932,12,4;6;15;33;49;67;136;292;303;362;448;491,4,0.10677726065322442,P_260538,1,1,0.16927726,P_12270,1,0.16927726,1,0.16927726,P_12270,2,1,0.22483282,P_12270,1,0.22483282,1,0.22483282,P_12270,3,1,0.29149948,P_12270,1,0.29149948,1,0.29149948,P_12270,3,1,0.29149948,P_12270,1,0.29149948,1,0.29149948,P_12270,5,1,0.36966926,P_12270,1,0.3716605,1,0.43956174,P_12270,6,1,0.44209905,P_12270,1,0.44230313,1,0.51543238,P_12270,7,1,0.46253206,P_12270,1,0.45124734,1,0.56417347,P_12270,12,1,0.610396,P_12270,1,0.59992587,1,0.77329334,P_12270
P_198631,W_122815,12,1;140;180;310;381;435;450;1022;1077;1889;1891;3133,1,0.09312108241076499,P_198079,1,4,0.03062108,P_484506,4,0.03062108,4,0.03062108,P_484506,1,8,0.02020442,P_463004,8,0.02020442,8,0.02020442,P_463004,1,15,0.0153433,P_463004,16,0.01499608,12,0.01673219,P_463004,1,25,0.01312108,P_545087,25,0.01312108,20,0.01395442,P_463004,1,37,0.01204,P_545087,40,0.01187108,28,0.01276394,P_463004,1,70,0.01097823,P_545087,76,0.01088424,51,0.01142174,P_463004,3,59,0.01163451,P_545087,54,0.01177374,50,0.0129762,P_463004,7,107,0.00948012,P_590424,119,0.0093628,93,0.01225369,P_21720
P_198869,W_856,12,26;37;170;181;183;224;377;506;570;943;1191;3882,26,0.02162243227487287,P_786600,0,26,0.02162243,P_786600,26,0.02162243,26,0.02162243,P_786600,0,26,0.02162243,P_786600,26,0.02162243,26,0.02162243,P_21302,0,26,0.02162243,P_501,26,0.02162243,26,0.02162243,P_501,1,3,0.04619508,P_501,2,0.06008397,1,0.10175064,P_344914,2,4,0.05326465,P_2454,3,0.0602091,3,0.05835724,P_2454,2,5,0.04446836,P_2454,6,0.03970645,4,0.04351806,P_2454,5,5,0.08752075,P_2454,3,0.09014305,4,0.10307681,P_2454,7,7,0.05617146,P_2454,6,0.04699549,6,0.07315248,P_347799
P_198887,W_4833,12,3;11;18;20;34;127;142;168;173;273;558;747,3,0.10812221656640796,P_140021,1,1,0.16367777,P_71626,1,0.16367777,1,0.16367777,P_71626,1,1,0.16367777,P_71626,1,0.16367777,1,0.16367777,P_71626,4,1,0.3679707,P_71626,1,0.3679707,1,0.3679707,P_71626,4,1,0.3679707,P_71626,1,0.3679707,1,0.3679707,P_71626,5,1,0.40779913,P_71626,1,0.4020121,1,0.43904913,P_71626,5,1,0.40779913,P_71626,1,0.39738247,1,0.43904913,P_71626,9,1,0.45419441,P_71626,1,0.44534419,1,0.72120652,P_71626,10,1,0.42960989,P_71626,1,0.41576204,1,0.8204057,P_71626
P_198940,W_23767,12,5;141;412;518;847;1172;1208;1604;1701;2261;2421;2590,5,0.022490286817255997,P_50229,1,1,0.08915695,P_253908,1,0.08915695,1,0.08915695,P_253908,1,1,0.08915695,P_253908,1,0.08915695,1,0.08915695,P_253908,1,1,0.08915695,P_253908,1,0.08915695,1,0.08915695,P_253908,1,1,0.08915695,P_253908,1,0.08915695,1,0.08915695,P_253908,1,1,0.08915695,P_253908,1,0.08915695,1,0.08915695,P_253908,1,1,0.08915695,P_253908,1,0.08915695,1,0.08915695,P_253908,2,1,0.17130825,P_253908,1,0.14353048,1,0.17130825,P_253908,3,1,0.17147545,P_253908,2,0.06165683,1,0.17216345,P_253908
P_199,W_199,12,3;5;7;8;10;13;99;120;181;198;875;5013,3,0.23966758108178707,P_14379,2,1,0.34522314,P_582991,1,0.34522314,1,0.34522314,P_582991,5,1,0.47617552,P_582991,1,0.47617552,1,0.47617552,P_582991,6,1,0.52104731,P_750868,1,0.52104731,1,0.52104731,P_582991,6,1,0.52104731,P_750868,1,0.52104731,1,0.52104731,P_582991,6,1,0.52104731,P_750868,1,0.52104731,1,0.50914255,P_582991,7,1,0.59848839,P_750868,1,0.59848839,1,0.5562806,P_582991,10,1,0.76298419,P_750868,1,0.76586698,1,0.64402157,P_582991,10,1,0.75889236,P_750868,1,0.75855704,1,0.63488442,P_582991
P_19903,W_19903,12,1;2;3;4;7;9;13;14;28;32;45;1937,1,0.6146175544875209,P_640347,4,1,0.61461755,P_408178,1,0.61461755,1,0.61461755,P_640347,6,1,0.66620486,P_408178,1,0.66620486,1,0.66620486,P_640347,8,1,0.74038068,P_408178,1,0.74038068,1,0.74038068,P_640347,9,1,0.7969283,P_408178,1,0.7969283,1,0.7969283,P_640347,11,1,0.86396164,P_408178,1,0.89047353,1,0.8636115,P_640347,11,1,0.85699774,P_408178,1,0.86336348,1,0.87719976,P_640347,11,1,0.8504618,P_408178,1,0.82494259,1,0.86992463,P_640347,11,1,0.83583372,P_408178,1,0.80435877,1,0.86612891,P_640347
P_19909,W_19903,12,1;6;7;8;12;15;27;41;47;56;91;1235,1,0.3361340957827634,P_122011,1,1,0.3361341,P_122011,1,0.3361341,1,0.3361341,P_122011,4,1,0.43236425,P_122011,1,0.43236425,1,0.48097537,P_122011,6,1,0.52082579,P_122011,1,0.52082579,1,0.57958648,P_243047,7,1,0.56214821,P_122011,1,0.55971765,1,0.61631487,P_243047,9,1,0.57428925,P_122011,1,0.53438184,1,0.72576393,P_243047,11,1,0.61934821,P_122011,1,0.56169324,1,0.87118009,P_243047,11,1,0.51012566,P_122011,1,0.39763981,1,0.85080972,P_243047,11,1,0.35228821,P_122011,1,0.27600402,1,0.82719861,P_243047
P_19912,W_19912,12,52;112;234;243;291;446;652;681;705;1031;1421;6573,52,0.012626663211418,P_592661,0,52,0.01262666,P_457608,52,0.01262666,52,0.01262666,P_457608,0,52,0.01262666,P_457608,52,0.01262666,52,0.01262666,P_457608,0,52,0.01262666,P_457608,52,0.01262666,52,0.01262666,P_457608,0,52,0.01262666,P_457608,52,0.01262666,52,0.01262666,P_457608,0,52,0.01262666,P_457608,52,0.01262666,52,0.01262666,P_457608,1,69,0.01223183,P_190599,68,0.01224959,70,0.01221458,P_457608,2,111,0.01151224,P_190599,107,0.0115053,109,0.01142666,P_457608,6,49,0.01298578,P_190599,45,0.01349183,51,0.01157584,P_457608
P_19927,W_2158,12,499;527;1439;1633;1855;2082;2651;3036;3619;3700;5478;6494,499,0.0025193021276586278,P_53042,0,499,0.0025193,P_53042,499,0.0025193,499,0.0025193,P_53042,0,499,0.0025193,P_53042,499,0.0025193,499,0.0025193,P_53042,0,499,0.0025193,P_53042,499,0.0025193,499,0.0025193,P_120078,0,499,0.0025193,P_53042,499,0.0025193,499,0.0025193,P_120078,0,499,0.0025193,P_474446,499,0.0025193,499,0.0025193,P_120078,0,499,0.0025193,P_766750,499,0.0025193,499,0.0025193,P_120078,0,499,0.0025193,P_766750,499,0.0025193,499,0.0025193,P_515478,1,239,0.00270098,P_269326,206,0.00275683,2,0.04401897,P_515478
P_199332,W_5552,12,698;2148;3554;4608;4840;5765;5813;5888;6091;6502;8436;8645,698,0.0012016876533256207,P_455461,0,698,0.00120169,P_455461,698,0.00120169,698,0.00120169,P_681155,0,698,0.00120169,P_523333,698,0.00120169,698,0.00120169,P_523333,0,698,0.00120169,P_134660,698,0.00120169,698,0.00120169,P_134660,0,698,0.00120169,P_134660,698,0.00120169,698,0.00120169,P_134660,0,698,0.00120169,P_134660,698,0.00120169,698,0.00120169,P_134660,0,698,0.00120169,P_134660,698,0.00120169,698,0.00120169,P_134660,0,698,0.00120169,P_134660,698,0.00120169,698,0.00120169,P_134660,0,698,0.00120169,P_134660,698,0.00120169,698,0.00120169,P_134660
P_199348,W_1353,12,1026;1100;1688;1948;2693;3281;3525;4955;5474;6083;7818;9962,1026,0.0016507375833019553,P_545073,0,1026,0.00165074,P_545073,1026,0.00165074,1026,0.00165074,P_545073,0,1026,0.00165074,P_545073,1026,0.00165074,1026,0.00165074,P_545073,0,1026,0.00165074,P_545073,1026,0.00165074,1026,0.00165074,P_545073,0,1026,0.00165074,P_774304,1026,0.00165074,1026,0.00165074,P_774304,0,1026,0.00165074,P_774304,1026,0.00165074,1026,0.00165074,P_774304,0,1026,0.00165074,P_25160,1026,0.00165074,1026,0.00165074,P_25160,0,1026,0.00165074,P_25160,1026,0.00165074,1026,0.00165074,P_462865,0,1026,0.00165074,P_25160,1026,0.00165074,1026,0.00165074,P_96717
P_199359,W_69943,12,89;94;355;466;761;1726;2774;2821;3081;4284;4587;4868,89,0.006255946309335254,P_739079,0,89,0.00625595,P_652800,89,0.00625595,89,0.00625595,P_739079,0,89,0.00625595,P_736571,89,0.00625595,89,0.00625595,P_736571,0,89,0.00625595,P_774304,89,0.00625595,89,0.00625595,P_774304,0,89,0.00625595,P_774304,89,0.00625595,89,0.00625595,P_774304,0,89,0.00625595,P_774304,89,0.00625595,89,0.00625595,P_774304,2,59,0.00673205,P_774304,56,0.00682678,40,0.00740295,P_83544,2,113,0.00516586,P_542535,112,0.00517714,76,0.00554396,P_83544,4,34,0.00657861,P_207028,28,0.00706435,34,0.00687769,P_97773
P_199360,W_97460,12,160;281;324;424;971;1018;1326;1437;1583;1793;2316;3538,160,0.0061128379340743355,P_38509,0,160,0.00611284,P_38509,160,0.00611284,160,0.00611284,P_352147,0,160,0.00611284,P_541007,160,0.00611284,160,0.00611284,P_541007,0,160,0.00611284,P_723770,160,0.00611284,160,0.00611284,P_723770,0,160,0.00611284,P_103622,160,0.00611284,160,0.00611284,P_723770,0,160,0.00611284,P_166597,160,0.00611284,160,0.00611284,P_45057,0,160,0.00611284,P_166597,160,0.00611284,160,0.00611284,P_45057,1,165,0.00609706,P_49613,156,0.00612619,145,0.00616672,P_561495,4,156,0.00594478,P_555544,133,0.00605167,3,0.03383673,P_196788
P_199369,W_20084,12,574;1033;1048;1545;2163;2528;3045;3149;3717;6900;7419;7758,574,0.002129522946902553,P_398456,0,574,0.00212952,P_540981,574,0.00212952,574,0.00212952,P_540981,0,574,0.00212952,P_540981,574,0.00212952,574,0.00212952,P_540981,0,574,0.00212952,P_540981,574,0.00212952,574,0.00212952,P_354850,0,574,0.00212952,P_534565,574,0.00212952,574,0.00212952,P_354850,0,574,0.00212952,P_534565,574,0.00212952,574,0.00212952,P_749207,0,574,0.00212952,P_534565,574,0.00212952,574,0.00212952,P_749207,0,574,0.00212952,P_534565,574,0.00212952,574,0.00212952,P_485672,0,574,0.00212952,P_534565,574,0.00212952,574,0.00212952,P_427883
P_199379,W_114608,12,1;26;35;329;675;687;1209;2582;2910;3443;4927;5386,1,0.10085687944157051,P_130829,1,1,0.10085688,P_130829,1,0.10085688,1,0.10085688,P_130829,1,1,0.10085688,P_130829,1,0.10085688,1,0.10085688,P_130829,1,1,0.10085688,P_130829,1,0.10085688,1,0.10085688,P_130829,2,1,0.13611329,P_130829,1,0.17777996,1,0.17777996,P_130829,3,1,0.17410932,P_130829,1,0.2206371,1,0.20635138,P_130829,3,1,0.17857361,P_130829,1,0.2206371,1,0.2018871,P_130829,3,1,0.1956371,P_130829,1,0.16785932,1,0.19336437,P_130829,4,1,0.19081548,P_130829,1,0.12427245,1,0.19059081,P_130829
P_199536,W_3964,12,1;2;4;5;9;12;13;16;58;700;1425;2554,1,0.4854910860399457,P_6363,4,1,0.52299109,P_6363,1,0.52299109,1,0.52299109,P_298664,5,1,0.56002812,P_6363,1,0.56002812,1,0.54613923,P_298664,8,1,0.68182299,P_6363,1,0.68182299,1,0.67256374,P_298664,8,1,0.68182299,P_6363,1,0.6428349,1,0.66515633,P_298664,8,1,0.66214707,P_6363,1,0.62362194,1,0.66515633,P_298664,9,1,0.67004937,P_6363,1,0.62020619,1,0.66809068,P_298664,9,1,0.66214707,P_6363,1,0.59413809,1,0.65586514,P_298664,9,1,0.62832375,P_6363,1,0.5039469,1,0.6351618,P_298664
P_19955,W_19955,12,1;20;39;40;42;74;149;507;680;787;1465;2790,1,0.13146350980336557,P_519551,1,1,0.13146351,P_519551,1,0.13146351,1,0.13146351,P_519551,1,1,0.13146351,P_519551,1,0.13146351,1,0.13146351,P_519551,2,1,0.20646351,P_519551,1,0.20646351,1,0.20646351,P_519551,2,1,0.20646351,P_519551,1,0.20646351,1,0.20646351,P_519551,5,1,0.43179929,P_519551,1,0.43179929,1,0.43179929,P_519551,6,1,0.4964711,P_519551,1,0.4964711,1,0.50837586,P_519551,7,1,0.55088944,P_519551,1,0.52901444,1,0.58779421,P_519551,7,1,0.47221534,P_519551,1,0.4175799,1,0.58779421,P_519551
P_19957,W_10428,12,34;899;1638;1935;2440;3496;3861;4553;5032;5611;6519;6524,34,0.0041640134261481535,P_482488,0,34,0.00416401,P_791046,34,0.00416401,34,0.00416401,P_791046,0,34,0.00416401,P_428481,34,0.00416401,34,0.00416401,P_428481,0,34,0.00416401,P_428481,34,0.00416401,34,0.00416401,P_406049,0,34,0.00416401,P_428481,34,0.00416401,34,0.00416401,P_406049,1,39,0.00384979,P_428481,39,0.00384979,29,0.0045866,P_406049,1,74,0.00283916,P_167107,78,0.00278141,51,0.00334702,P_406049,1,141,0.00230405,P_167107,157,0.00224382,89,0.00264936,P_406049,1,316,0.00197675,P_30855,359,0.00194516,165,0.00221808,P_30855
P_199684,W_1353,12,124;277;615;623;1553;1679;2182;2318;2695;2954;5660;6472,124,0.004213178069080284,P_81618,0,124,0.00421318,P_137294,124,0.00421318,124,0.00421318,P_137294,0,124,0.00421318,P_137294,124,0.00421318,124,0.00421318,P_137294,0,124,0.00421318,P_137294,124,0.00421318,124,0.00421318,P_137294,0,124,0.00421318,P_137294,124,0.00421318,124,0.00421318,P_137294,0,124,0.00421318,P_14662,124,0.00421318,124,0.00421318,P_137294,0,124,0.00421318,P_14662,124,0.00421318,124,0.00421318,P_130257,1,171,0.00402846,P_283262,172,0.00402563,177,0.00401194,P_283262,2,348,0.00359454,P_283262,335,0.00359078,48,0.00507144,P_283262
P_19969,W_9571,12,18;201;244;433;590;1062;1172;1294;1829;1836;2169;2315,18,0.011161710285900238,P_259629,0,18,0.01116171,P_640461,18,0.01116171,18,0.01116171,P_640461,0,18,0.01116171,P_640461,18,0.01116171,18,0.01116171,P_640461,1,10,0.01486541,P_49726,10,0.01486541,12,0.01347653,P_330057,1,14,0.01248446,P_127428,14,0.01248446,18,0.01116171,P_127428,1,22,0.01031996,P_127428,22,0.01031996,24,0.0100043,P_127428,1,44,0.00842602,P_396757,48,0.00826819,51,0.00816607,P_396757,1,91,0.00744783,P_203609,105,0.00732573,101,0.00735716,P_203609,4,70,0.00759011,P_203609,68,0.0074275,82,0.00698325,P_203609
P_199726,W_22961,12,138;166;406;614;1229;1781;1910;3495;5155;5290;5377;6150,138,0.004518562072650548,P_240007,0,138,0.00451856,P_228942,138,0.00451856,138,0.00451856,P_165357,0,138,0.00451856,P_228942,138,0.00451856,138,0.00451856,P_165357,0,138,0.00451856,P_228942,138,0.00451856,138,0.00451856,P_165357,0,138,0.00451856,P_228942,138,0.00451856,138,0.00451856,P_165357,0,138,0.00451856,P_777314,138,0.00451856,138,0.00451856,P_726596,0,138,0.00451856,P_740131,138,0.00451856,138,0.00451856,P_740131,2,160,0.00446032,P_740131,152,0.00454825,152,0.00448142,P_420616,3,335,0.00363047,P_740131,328,0.00363519,351,0.00365589,P_420616
P_19973,W_7084,12,1;12;17;22;48;52;75;101;124;266;416;1303,1,0.17190620226776868,P_651457,1,1,0.1719062,P_651457,1,0.1719062,1,0.1719062,P_651457,1,1,0.1719062,P_651457,1,0.1719062,1,0.1719062,P_651457,3,1,0.3099781,P_651457,1,0.3099781,1,0.3099781,P_651457,4,1,0.35038214,P_651457,1,0.36149325,1,0.36149325,P_651457,5,1,0.40122539,P_651457,1,0.42900317,1,0.45281269,P_651457,7,1,0.56273435,P_651457,1,0.56362466,1,0.59166953,P_651457,9,1,0.71379613,P_651457,1,0.68070699,1,0.74777048,P_651457,11,1,0.70176229,P_651457,1,0.67343359,1,0.75313593,P_651457
