query_pid,query_wid,fold,p_no_cover_oof,y_no_cover
P_266512,W_1454,0,0.353492,1
P_266515,W_5954,3,0.514119,1
P_266518,W_22926,4,0.731215,1
P_266519,W_25150,2,0.822899,1
P_266543,W_7577,0,0.610482,1
P_266556,W_1983,3,0.233062,1
P_266599,W_6102,0,0.422279,1
P_266601,W_1894,0,0.124383,0
P_266643,W_25030,1,0.073928,0
P_266682,W_4843,1,0.713202,0
P_266720,W_3858,0,0.358177,0
P_266731,W_3270,0,0.2909,0
P_266733,W_10253,3,0.589522,0
P_266736,W_3858,0,0.075076,0
P_266810,W_856,2,0.113909,0
P_266822,W_4854,1,0.486361,1
P_266829,W_17274,1,0.670749,0
P_26687,W_26687,1,0.309755,0
P_26689,W_26687,1,0.321923,0
P_2669,W_625,0,0.649503,0
P_26691,W_26687,1,0.373779,0
P_26693,W_26687,1,0.257106,1
P_266947,W_6031,2,0.567822,0
P_266948,W_4698,1,0.767925,0
P_266952,W_19943,3,0.601861,0
P_266956,W_119158,1,0.611141,0
P_266958,W_20110,3,0.598176,1
P_266993,W_15521,2,0.264083,0
P_266996,W_1650,3,0.182261,0
P_267009,W_40199,4,0.642835,1
P_267039,W_5162,4,0.326064,1
P_267040,W_12168,0,0.231491,1
P_267059,W_34791,0,0.917549,1
P_267077,W_5363,4,0.603574,0
P_267300,W_86795,4,0.630361,1
P_267332,W_30678,1,0.671389,1
P_267631,W_9004,2,0.097593,0
P_267873,W_5687,2,0.365125,0
P_267886,W_118399,2,0.623901,1
P_268032,W_1276,4,0.108354,0
P_268220,W_175,2,0.685512,1
P_268361,W_70887,0,0.672368,1
P_268366,W_70887,0,0.586426,1
P_26837,W_11649,1,0.446891,1
P_26838,W_4916,0,0.574963,0
P_26839,W_26839,4,0.289,1
P_26840,W_26839,4,0.695821,1
P_268407,W_401,2,0.156917,0
P_26842,W_26839,4,0.29932,0
P_268563,W_7552,2,0.325913,0
P_268572,W_31003,3,0.128695,1
P_268600,W_11054,3,0.20741,0
P_26862,W_19417,4,0.709923,0
P_268760,W_4217,3,0.461666,0
P_268761,W_4217,3,0.732835,1
P_268928,W_5294,1,0.681119,0
P_268935,W_43997,4,0.638202,1
P_269006,W_116565,3,0.801392,0
P_26921,W_11485,4,0.027972,0
P_269222,W_12140,0,0.693707,1
P_269229,W_12140,0,0.622108,0
P_26924,W_94,3,0.378265,0
P_269255,W_5294,1,0.594616,0
P_269272,W_30235,3,0.71153,1
P_269273,W_28184,1,0.711601,0
P_269274,W_70931,1,0.762665,0
P_269275,W_9263,3,0.648416,0
P_269278,W_9266,1,0.695318,0
P_269280,W_38171,4,0.692656,0
P_269316,W_10781,0,0.773467,1
P_269317,W_4801,4,0.748889,0
P_269319,W_65049,3,0.773541,1
P_269321,W_117450,0,0.726935,1
P_269326,W_19353,0,0.81764,1
P_269329,W_9262,1,0.690511,1
P_26934,W_1894,0,0.062416,0
P_26935,W_15385,4,0.230133,0
P_26939,W_26939,0,0.653813,0
P_269391,W_886,1,0.69036,1
P_26941,W_26941,1,0.134538,0
P_269415,W_99743,2,0.791545,0
P_269419,W_9724,4,0.661143,1
P_269430,W_132426,2,0.396195,1
P_269438,W_64651,0,0.709786,1
P_269472,W_99743,2,0.577093,1
P_269473,W_9724,4,0.699814,1
P_269496,W_117403,2,0.562831,1
P_269505,W_31360,2,0.775998,0
P_269510,W_31360,2,0.755643,1
P_269511,W_64651,0,0.533308,0
P_269514,W_31360,2,0.818324,0
P_269528,W_14620,2,0.585907,1
P_269549,W_78838,3,0.650501,0
P_269553,W_19558,3,0.533703,0
P_269555,W_5095,4,0.574763,0
P_269562,W_9724,4,0.745378,1
P_269576,W_132426,2,0.564845,0
P_2696,W_2696,3,0.3846,0
P_269647,W_121504,2,0.255441,0
P_269649,W_1443,0,0.174163,0
P_269652,W_5095,4,0.569994,0
P_269677,W_4835,2,0.556345,0
P_269690,W_47901,1,0.234077,0
P_2697,W_2696,3,0.469759,0
P_269701,W_19903,3,0.168319,0
P_269725,W_22148,1,0.714414,1
P_269727,W_4865,4,0.473741,0
P_269729,W_11535,0,0.734663,1
P_269733,W_35188,3,0.512373,1
P_269742,W_6102,0,0.346738,1
P_269787,W_85332,0,0.356019,0
P_26988,W_26988,2,0.119112,0
P_269893,W_40034,1,0.469433,1
P_269896,W_40034,1,0.610258,1
P_269904,W_132490,2,0.67571,0
P_269905,W_132490,2,0.764065,1
P_269906,W_132490,2,0.629189,1
P_269931,W_99743,2,0.626448,0
P_269947,W_64513,2,0.661975,0
P_270049,W_6859,1,0.43187,1
P_270065,W_64489,1,0.60027,1
P_270083,W_26839,4,0.350471,0
P_270097,W_55442,0,0.073696,0
P_270132,W_62782,2,0.588924,0
P_270134,W_19558,3,0.668017,0
P_270135,W_64650,2,0.585544,1
P_270170,W_132541,4,0.772243,1
P_270172,W_132541,4,0.695601,1
P_270176,W_122729,0,0.642686,1
P_270177,W_19558,3,0.624351,1
P_270178,W_64648,2,0.809102,1
P_270190,W_6097,3,0.290402,0
P_270216,W_59954,2,0.263298,1
P_270255,W_64651,0,0.821262,1
P_270257,W_64627,4,0.799025,1
P_270279,W_21528,1,0.839458,1
P_270285,W_132541,4,0.819986,1
P_270288,W_62782,2,0.689237,1
P_270290,W_62782,2,0.823614,1
P_27030,W_5655,3,0.594926,1
P_270313,W_24522,3,0.72778,1
P_270331,W_22945,0,0.67571,0
P_270414,W_132541,4,0.571825,1
P_270419,W_132490,2,0.694154,1
P_270420,W_132490,2,0.326911,1
P_27064,W_69914,4,0.522266,0
P_27065,W_69914,4,0.315655,0
P_270657,W_5549,1,0.335424,1
P_27068,W_69914,4,0.352913,0
P_27070,W_69914,4,0.299939,1
P_27071,W_69914,4,0.371119,0
P_270758,W_23767,0,0.63601,0
P_270763,W_27913,2,0.748209,1
P_270809,W_20639,4,0.150963,0
P_270827,W_3145,2,0.076136,0
P_270939,W_132642,1,0.629353,0
P_270940,W_132642,1,0.607333,0
P_270941,W_132642,1,0.593648,0
P_271176,W_4694,4,0.344506,1
P_271177,W_7581,1,0.715463,1
P_271178,W_10850,3,0.746455,1
P_271180,W_58781,1,0.623701,1
P_271210,W_132686,2,0.406038,0
P_271211,W_56366,4,0.685055,1
P_271214,W_132686,2,0.399639,1
P_271219,W_132686,2,0.580434,0
P_271221,W_132686,2,0.598499,0
P_271222,W_43012,3,0.452201,1
P_27126,W_48,0,0.390065,0
P_271299,W_132686,2,0.591222,1
P_271308,W_580,3,0.500134,1
P_271341,W_15385,4,0.396684,1
P_271426,W_29045,2,0.600763,1
P_271438,W_64651,0,0.559592,1
P_271441,W_10641,3,0.535941,1
P_271442,W_64649,4,0.62689,1
P_271451,W_132642,1,0.586991,1
P_271454,W_132686,2,0.773351,1
P_271456,W_132686,2,0.399413,0
P_271462,W_132686,2,0.596439,0
P_27157,W_7032,0,0.041884,0
P_271597,W_123334,2,0.343668,0
P_27164,W_27164,2,0.698021,1
P_27165,W_27164,2,0.645909,1
P_27167,W_4849,1,0.634208,1
P_271672,W_22926,4,0.801207,1
P_271685,W_32595,1,0.230853,0
P_27172,W_7245,0,0.11375,0
P_271933,W_10906,4,0.586763,1
P_271939,W_2911,0,0.650046,1
P_271940,W_6441,4,0.636348,1
P_271946,W_11534,3,0.572829,0
P_271947,W_132541,4,0.760509,1
P_271980,W_11534,3,0.701895,0
P_271983,W_11534,3,0.567904,0
P_272,W_272,0,0.038129,0
P_272275,W_31383,2,0.419764,0
P_272323,W_6093,0,0.258964,0
P_272476,W_41771,1,0.39336,0
P_272515,W_13222,0,0.224178,0
P_27252,W_3092,1,0.202658,0
P_272793,W_132900,0,0.070717,0
P_27289,W_3174,2,0.178271,0
P_272964,W_132900,0,0.147625,0
P_27314,W_7257,3,0.839566,1
P_273212,W_4812,1,0.704359,1
P_273223,W_4865,4,0.545774,1
P_273233,W_15300,2,0.177557,0
P_27328,W_27328,1,0.229541,0
P_273302,W_26542,4,0.813176,1
P_273316,W_65381,2,0.752353,1
P_273330,W_26461,3,0.711128,1
P_27342,W_10212,3,0.661264,1
P_273427,W_13693,4,0.487589,1
P_27345,W_10212,3,0.367488,0
P_273591,W_132987,1,0.537897,1
P_273651,W_58781,1,0.535556,1
P_273658,W_119680,1,0.601536,1
P_273766,W_123334,2,0.452787,0
P_273779,W_123334,2,0.521367,1
P_273799,W_123334,2,0.427567,1
P_274061,W_1362,1,0.122843,0
P_274303,W_42997,4,0.674998,0
P_274309,W_42997,4,0.739952,1
P_274316,W_42997,4,0.489484,0
P_274328,W_2158,3,0.688588,1
P_274362,W_115814,2,0.810272,1
P_274468,W_41771,1,0.231291,0
P_274470,W_111906,1,0.853663,1
P_274516,W_11850,0,0.629449,0
P_274522,W_11850,0,0.662031,0
P_27477,W_27477,3,0.2212,0
P_27488,W_8696,0,0.063978,0
P_27501,W_11779,3,0.389697,1
P_27508,W_401,2,0.417707,0
P_275091,W_3497,1,0.573338,1
P_27514,W_8339,0,0.199769,0
P_275174,W_115249,2,0.600407,0
P_275179,W_102577,1,0.61964,1
P_275186,W_3245,3,0.627096,1
P_275232,W_5141,0,0.499883,0
P_275271,W_8824,2,0.413034,0
P_275387,W_121495,2,0.197927,0
P_275410,W_113615,4,0.219151,1
P_275595,W_13873,4,0.51812,0
P_275596,W_12031,1,0.631071,0
P_275597,W_8203,4,0.43254,1
P_275598,W_13875,4,0.542325,0
P_275599,W_10849,2,0.382624,0
P_275601,W_11657,1,0.414845,0
P_275602,W_12792,3,0.308499,1
P_275680,W_7084,0,0.516032,1
P_275830,W_12795,0,0.83467,1
P_275831,W_21817,0,0.79465,1
P_275832,W_11352,1,0.58131,1
P_2759,W_2759,3,0.646071,1
P_275953,W_6441,4,0.579413,1
P_27602,W_1409,4,0.152924,0
P_27604,W_22948,0,0.401844,1
P_27608,W_8696,0,0.077607,0
P_27609,W_462,2,0.21622,0
P_276212,W_121495,2,0.152247,0
P_27641,W_27641,3,0.622097,0
P_276435,W_4846,1,0.696363,1
P_276448,W_303,3,0.293763,0
P_27651,W_383,3,0.490362,1
P_276515,W_32711,2,0.576448,0
P_276517,W_33213,1,0.694071,0
P_276535,W_43898,1,0.6204,1
P_276653,W_32711,2,0.431131,1
P_276684,W_1362,1,0.414276,0
P_2767,W_1894,0,0.074392,0
P_276704,W_46851,0,0.564276,1
P_276735,W_29380,0,0.670303,1
P_276776,W_3057,0,0.497696,0
P_276802,W_32053,3,0.592328,1
P_276890,W_10253,3,0.562127,1
P_277062,W_13691,1,0.481049,1
P_2771,W_424,1,0.429239,0
P_277113,W_133525,3,0.105076,0
P_277123,W_43997,4,0.561447,1
P_277233,W_4852,1,0.559058,1
P_277331,W_116622,0,0.744292,1
P_27734,W_1002,3,0.341787,0
P_277360,W_11657,1,0.324784,0
P_27747,W_11014,1,0.173591,0
P_277476,W_38476,0,0.675631,0
P_277535,W_4916,0,0.713197,1
P_277537,W_4852,1,0.607135,1
P_277541,W_4852,1,0.599474,0
P_277612,W_7578,1,0.765969,1
P_277719,W_121504,2,0.586805,1
P_277753,W_19985,2,0.698199,0
P_277827,W_111906,1,0.756709,1
P_277842,W_1456,1,0.742226,1
P_277843,W_3497,1,0.790764,1
P_277872,W_36064,4,0.660541,0
P_27790,W_27790,3,0.174259,0
P_277962,W_7776,3,0.144863,0
P_278,W_22,0,0.612867,0
P_278003,W_40971,2,0.693333,0
P_27847,W_103,2,0.518462,0
P_278600,W_101001,4,0.728852,1
P_278601,W_4837,4,0.385319,0
P_278726,W_4837,4,0.548484,0
P_278730,W_122183,2,0.614984,1
P_278742,W_7032,0,0.044427,0
P_278753,W_114606,2,0.725191,1
P_278810,W_68897,1,0.147721,0
P_278842,W_12031,1,0.440914,1
P_278860,W_11667,3,0.791717,1
P_278861,W_11667,3,0.688675,1
P_278916,W_29487,4,0.794007,1
P_278924,W_9006,2,0.634281,1
P_279015,W_116622,0,0.380001,0
P_27903,W_4689,3,0.755091,0
P_27904,W_9574,1,0.821431,1
P_27905,W_9262,1,0.692764,0
P_27906,W_27906,0,0.630341,1
P_279075,W_57375,3,0.18305,1
P_27908,W_10852,4,0.763468,1
P_27912,W_27911,0,0.747307,1
P_279147,W_9576,4,0.727952,1
P_279148,W_9576,4,0.793122,1
P_27919,W_27919,1,0.764833,0
P_27920,W_27919,1,0.692989,0
P_279284,W_5915,0,0.651755,0
P_279287,W_39786,3,0.544532,0
P_279290,W_4692,0,0.685951,1
P_279303,W_76498,4,0.687258,0
P_279304,W_22961,4,0.520759,1
P_279307,W_4829,4,0.743474,1
P_279308,W_12792,3,0.546395,0
P_279313,W_4837,4,0.428194,0
P_279316,W_9376,4,0.629294,1
P_279318,W_3099,2,0.609819,1
P_279319,W_21721,1,0.695402,0
P_279611,W_75372,1,0.746011,1
P_279616,W_4837,4,0.3812,0
P_279792,W_7213,0,0.733097,1
P_279794,W_29487,4,0.786599,1
P_279841,W_1894,0,0.124924,0
P_279843,W_34791,0,0.188783,0
P_279857,W_13549,0,0.603785,1
P_279858,W_13549,0,0.67449,1
P_279884,W_87425,0,0.553704,1
P_279889,W_87425,0,0.545231,1
P_279890,W_87425,0,0.677361,1
P_279912,W_87425,0,0.631851,1
P_279973,W_82877,4,0.656639,1
P_279974,W_87425,0,0.735104,1
P_279998,W_87425,0,0.766892,1
P_280102,W_580,3,0.472414,1
P_280159,W_132900,0,0.180417,0
P_280176,W_6693,0,0.548857,1
P_280343,W_132900,0,0.042388,0
P_280395,W_10913,1,0.707247,1
P_280502,W_32595,1,0.128534,0
P_280678,W_20110,3,0.587952,0
P_28070,W_3074,2,0.318038,0
P_280734,W_5216,1,0.478389,1
P_28082,W_575,4,0.200133,0
P_280846,W_40251,0,0.493167,1
P_280950,W_23544,1,0.234752,0
P_280974,W_1894,0,0.116287,0
P_280975,W_94,3,0.320035,1
P_281009,W_64395,4,0.786015,1
P_28109,W_5363,4,0.394906,1
P_28110,W_2558,3,0.158313,0
P_281154,W_22451,3,0.701778,1
P_281156,W_2974,3,0.285001,1
P_281158,W_9133,4,0.304038,1
P_281196,W_564,4,0.182493,1
P_281401,W_4755,3,0.370293,1
P_281552,W_8387,2,0.318979,0
P_281569,W_25511,4,0.770277,1
P_28165,W_462,2,0.154885,0
P_28184,W_28184,1,0.773861,0
P_281856,W_9376,4,0.464275,1
P_281862,W_114608,4,0.732393,1
P_281990,W_30678,1,0.674631,0
P_281993,W_20185,3,0.467728,1
P_282344,W_20622,0,0.490436,1
P_282442,W_24484,1,0.816069,1
P_282478,W_11819,0,0.701449,1
P_282480,W_4846,1,0.732896,1
P_282624,W_10781,0,0.628013,0
P_282812,W_7229,1,0.651794,1
P_282819,W_4837,4,0.570321,0
P_282844,W_20049,1,0.528336,1
P_283014,W_21721,1,0.64306,1
P_283015,W_4806,4,0.627685,0
P_283016,W_12792,3,0.537123,1
P_283017,W_4700,1,0.584484,1
P_283019,W_4837,4,0.495571,0
P_283020,W_5655,3,0.762394,1
P_283160,W_12937,3,0.646025,0
P_283261,W_78838,3,0.556442,0
P_283262,W_24522,3,0.770113,1
P_283325,W_6210,3,0.377668,1
P_283329,W_20539,3,0.676429,0
P_283400,W_126478,0,0.581663,1
P_283401,W_132987,1,0.470469,1
P_283421,W_24484,1,0.55153,1
P_283458,W_43997,4,0.663255,1
P_283461,W_25150,2,0.650725,1
P_283475,W_55442,0,0.127587,0
P_283568,W_21958,1,0.69963,1
P_283614,W_3904,1,0.759628,1
P_283618,W_4646,3,0.656143,1
P_283664,W_4849,1,0.773023,1
P_283666,W_65049,3,0.699475,0
P_283739,W_20120,1,0.623634,1
P_283745,W_10846,1,0.805065,1
P_283750,W_61933,3,0.732815,1
P_28402,W_3092,1,0.408075,0
P_284158,W_62782,2,0.612732,0
P_28423,W_5954,3,0.639357,0
P_284235,W_14969,1,0.358737,0
P_28424,W_994,2,0.252516,0
P_284259,W_71473,2,0.368355,0
P_284415,W_93644,0,0.646043,1
P_284416,W_93644,0,0.781863,0
P_284422,W_97460,2,0.46867,0
P_284758,W_1376,1,0.443825,0
P_28486,W_13698,1,0.550374,1
P_28493,W_28493,4,0.742295,1
P_28495,W_28495,3,0.787013,1
P_285096,W_88508,0,0.643166,0
P_285108,W_111408,0,0.564728,1
P_285109,W_113981,2,0.662468,0
P_285130,W_20414,1,0.160738,1
P_28522,W_2673,1,0.226341,0
P_28523,W_9560,4,0.31847,0
P_285234,W_7032,0,0.171029,0
P_28525,W_5396,1,0.261863,1
P_285328,W_119680,1,0.259152,0
P_285329,W_119680,1,0.213979,0
P_28540,W_9133,4,0.0606,0
P_28547,W_28547,4,0.543982,0
P_2855,W_2855,4,0.733905,1
P_285520,W_6453,1,0.266245,1
P_285622,W_134347,3,0.036628,0
P_28563,W_932,4,0.256103,1
P_285692,W_13691,1,0.560406,1
P_285843,W_31003,3,0.54487,1
P_285938,W_26461,3,0.184816,0
P_286089,W_1792,3,0.453694,1
P_286161,W_98152,3,0.559314,0
P_28633,W_4767,4,0.536646,0
P_28635,W_7552,2,0.306594,0
P_286524,W_23525,3,0.27883,0
P_286528,W_53040,3,0.465073,1
P_286611,W_132987,1,0.569217,1
P_286637,W_20084,4,0.696794,1
P_286638,W_20069,2,0.652041,1
P_286639,W_40671,4,0.595978,0
P_286640,W_7284,1,0.812028,1
P_286642,W_10781,0,0.747114,1
P_286643,W_12031,1,0.710422,1
P_286658,W_82200,4,0.602265,1
P_286660,W_82200,4,0.469249,0
P_286724,W_112640,1,0.572318,0
P_286726,W_47901,1,0.661438,1
P_286810,W_47674,1,0.124633,0
P_287008,W_19943,3,0.606099,0
P_287010,W_19943,3,0.25031,1
P_287035,W_29045,2,0.273203,0
P_28707,W_12972,4,0.320871,1
P_287098,W_5461,4,0.605617,0
P_287103,W_5461,4,0.30508,1
P_287152,W_38429,4,0.835555,0
P_287190,W_121495,2,0.062585,0
P_287207,W_25113,0,0.224504,0
P_28723,W_7961,3,0.322157,1
P_28726,W_76174,2,0.326215,0
P_28727,W_10788,1,0.501249,0
P_28733,W_4158,0,0.330621,0
P_287391,W_303,3,0.660603,1
P_287410,W_10852,4,0.570685,1
P_287459,W_18,0,0.205448,0
P_287634,W_42338,0,0.73693,1
P_28778,W_841,1,0.205754,0
P_287832,W_998,4,0.599399,1
P_28784,W_28784,2,0.513752,0
P_287858,W_11006,2,0.595068,1
P_28787,W_7578,1,0.740929,1
P_287901,W_27579,0,0.555312,1
P_287997,W_45675,2,0.698973,0
P_288015,W_24484,1,0.665775,1
P_288063,W_6031,2,0.500336,0
P_288107,W_132900,0,0.036949,1
P_288336,W_13549,0,0.65083,1
P_288368,W_5141,0,0.824654,1
P_288370,W_134622,4,0.239389,0
P_288371,W_134622,4,0.168838,1
P_288372,W_134622,4,0.134738,0
P_288542,W_134666,2,0.102055,0
P_288543,W_134666,2,0.077213,0
P_288622,W_112910,4,0.584058,0
P_288628,W_115249,2,0.713655,1
P_288724,W_97414,3,0.517419,0
P_28876,W_17274,1,0.71744,1
P_288772,W_10129,1,0.079725,0
P_289030,W_12937,3,0.796863,1
P_289048,W_10129,1,0.090716,0
P_289084,W_32202,2,0.413799,0
P_289098,W_22053,0,0.156727,0
P_28914,W_6102,0,0.775381,1
P_289175,W_36064,4,0.44765,0
P_28934,W_14379,0,0.181851,1
P_289421,W_35472,2,0.343307,1
P_289485,W_6485,3,0.158987,1
P_289491,W_28547,4,0.50651,0
P_28950,W_11534,3,0.2912,0
P_289623,W_132685,1,0.66522,1
P_289628,W_132685,1,0.667327,1
P_289638,W_132685,1,0.483012,0
P_289737,W_51980,1,0.570074,0
P_289780,W_132685,1,0.709538,1
P_289784,W_132685,1,0.682147,0
P_289785,W_115251,3,0.50738,0
P_289792,W_61933,3,0.222042,0
P_289793,W_132685,1,0.708624,0
P_28991,W_2474,1,0.317416,0
P_28994,W_5368,3,0.721237,1
P_289949,W_22148,1,0.145161,0
P_2901,W_2901,0,0.651099,1
P_290213,W_133525,3,0.286976,0
P_290275,W_133525,3,0.15403,0
P_290357,W_6292,2,0.205059,0
P_290370,W_134666,2,0.143455,0
P_29039,W_399,2,0.489324,0
P_290416,W_5071,4,0.607404,0
P_290520,W_132900,0,0.119268,0
P_290542,W_4681,1,0.762953,1
P_29055,W_12031,1,0.766075,1
P_29061,W_29060,0,0.662757,0
P_29067,W_4816,2,0.618315,1
P_290731,W_14809,2,0.600587,0
P_29075,W_23772,3,0.479417,0
P_29078,W_29078,1,0.476979,0
P_29080,W_25150,2,0.87082,1
P_290848,W_4687,2,0.632019,1
P_290865,W_62433,0,0.418087,1
P_290973,W_10129,1,0.695634,1
P_290991,W_22948,0,0.786877,1
P_290992,W_26542,4,0.740346,1
P_290993,W_111952,3,0.672216,0
P_290994,W_4683,2,0.719013,0
P_291006,W_114408,2,0.738411,0
P_291007,W_44137,3,0.564105,1
P_291034,W_43195,4,0.172189,0
P_291044,W_14379,0,0.125158,0
P_29108,W_994,2,0.162714,0
P_29110,W_233,4,0.29496,0
P_291145,W_49809,4,0.291542,0
P_29115,W_367,1,0.384345,1
P_291190,W_10848,3,0.687708,0
P_291194,W_25150,2,0.714681,1
P_291196,W_7583,1,0.658449,0
P_291209,W_38495,2,0.527756,1
P_29121,W_13695,1,0.32814,0
P_29130,W_29130,3,0.404212,0
P_29131,W_29130,3,0.483126,1
P_291404,W_12135,4,0.478493,1
P_291445,W_132900,0,0.077455,0
P_291507,W_4217,3,0.768969,1
P_29157,W_932,4,0.41893,0
P_291619,W_5917,2,0.203935,0
P_291620,W_27790,3,0.341237,0
P_29163,W_5958,0,0.351771,0
P_291676,W_27328,1,0.487464,1
P_291677,W_19943,3,0.713957,1
P_291857,W_6730,0,0.485242,0
P_291874,W_10154,4,0.206953,0
P_291936,W_4726,0,0.11131,0
P_291938,W_4704,4,0.617219,1
P_29201,W_5724,1,0.265859,0
P_292066,W_39438,2,0.622832,1
P_292074,W_3266,0,0.745687,1
P_292133,W_25621,3,0.629876,1
P_292219,W_4939,4,0.691668,1
P_292306,W_83873,2,0.037702,0
P_292310,W_21025,2,0.632501,1
P_29237,W_1454,0,0.197537,0
P_292414,W_4841,1,0.611544,0
P_292569,W_23239,4,0.618426,1
P_292570,W_23116,0,0.693734,1
P_292573,W_27906,0,0.61219,0
P_292654,W_14599,4,0.601343,0
P_292657,W_10850,3,0.759256,1
P_292660,W_123591,0,0.499466,1
P_292681,W_4826,3,0.359741,0
P_292685,W_4683,2,0.733555,0
P_292689,W_112910,4,0.553789,0
P_292690,W_14599,4,0.555034,0
P_292695,W_7202,3,0.347621,0
P_292704,W_44137,3,0.431107,1
P_292705,W_10848,3,0.824456,0
P_292706,W_20539,3,0.481883,0
P_292711,W_20110,3,0.649698,0
P_292714,W_125147,2,0.581985,1
P_292717,W_64593,1,0.598135,1
P_292740,W_3170,4,0.236036,0
P_292769,W_14969,1,0.278843,0
P_292773,W_50379,1,0.65783,1
P_292776,W_35389,4,0.776234,1
P_292807,W_63932,4,0.477523,1
P_292861,W_89492,2,0.13536,0
P_2929,W_2928,1,0.035946,0
P_292938,W_40034,1,0.779831,1
P_292966,W_1376,1,0.594835,1
P_292968,W_20120,1,0.591604,0
P_292978,W_4779,2,0.257845,0
P_29299,W_29299,0,0.683785,1
P_2931,W_2930,3,0.231661,0
P_293409,W_34699,3,0.738109,1
P_293410,W_19417,4,0.738396,0
P_293415,W_20254,0,0.557785,1
P_293419,W_38517,4,0.666774,1
P_293487,W_4692,0,0.630242,1
P_293558,W_10253,3,0.199695,0
P_293564,W_6093,0,0.315501,1
P_293596,W_76174,2,0.272659,1
P_293612,W_4867,0,0.869155,1
P_29362,W_246,1,0.121597,0
P_293631,W_12137,0,0.402873,0
P_293633,W_103129,0,0.603944,1
P_293643,W_3099,2,0.706849,1
P_293648,W_4696,4,0.688575,1
P_29366,W_29078,1,0.48312,0
P_293668,W_120968,2,0.368788,1
P_293669,W_120968,2,0.271702,0
P_293680,W_13127,4,0.354282,0
P_29372,W_10848,3,0.781005,1
P_29380,W_29380,0,0.695768,1
P_294264,W_43195,4,0.457853,0
P_294362,W_33213,1,0.785028,0
P_29457,W_9132,3,0.793015,1
P_294654,W_48320,1,0.262145,0
P_294768,W_10849,2,0.710575,1
P_29486,W_11472,4,0.73871,1
P_294866,W_120968,2,0.351311,0
P_29487,W_29487,4,0.672557,1
P_294870,W_2673,1,0.510748,0
P_294882,W_6210,3,0.316787,0
P_294917,W_120968,2,0.179295,0
P_294979,W_28184,1,0.324854,0
P_294999,W_5071,4,0.350961,0
P_295267,W_8872,4,0.342381,0
P_295271,W_4158,0,0.093159,0
P_295273,W_399,2,0.12895,0
P_295400,W_133525,3,0.129653,0
P_295405,W_135478,2,0.13718,0
P_295406,W_135478,2,0.228269,1
P_295487,W_135493,0,0.158979,0
P_295488,W_135493,0,0.114479,0
P_295536,W_4655,2,0.546326,0
P_295580,W_100,4,0.370324,0
P_295670,W_12135,4,0.687643,1
P_295678,W_243,0,0.327868,1
P_295801,W_38495,2,0.691322,1
P_295809,W_19417,4,0.515972,1
P_29600,W_13440,2,0.441963,1
P_296078,W_22965,1,0.679074,1
P_296091,W_20710,2,0.709472,1
P_296093,W_40120,3,0.508605,1
P_296418,W_121495,2,0.055857,0
P_296540,W_135493,0,0.144763,0
P_2966,W_2966,4,0.091655,0
P_296675,W_1795,3,0.272655,0
P_2968,W_2968,4,0.733274,1
P_296827,W_93655,0,0.431351,0
P_296834,W_109642,2,0.463652,0
P_296871,W_4696,4,0.576096,1
P_2970,W_2970,1,0.253911,0
P_297058,W_59150,0,0.159032,0
P_297145,W_6031,2,0.608436,1
P_297178,W_998,4,0.249853,0
P_297186,W_47674,1,0.254628,0
P_297208,W_28493,4,0.768479,1
P_297243,W_7202,3,0.711979,0
P_297318,W_6097,3,0.276629,0
P_297335,W_3353,4,0.593531,0
P_297336,W_37776,3,0.638852,0
P_29734,W_2085,3,0.355746,0
P_297386,W_4642,1,0.191049,0
P_297388,W_6437,3,0.156349,0
P_2974,W_2974,3,0.058236,0
P_2976,W_2976,2,0.50101,0
P_297682,W_36064,4,0.299805,0
P_297685,W_125147,2,0.528206,1
P_297739,W_86939,4,0.597557,1
P_297740,W_1347,4,0.563634,0
P_297762,W_86939,4,0.439032,1
P_29810,W_2110,1,0.150558,0
P_298104,W_50939,2,0.462365,0
P_298134,W_10576,2,0.690973,0
P_298138,W_135726,0,0.599372,0
P_298143,W_20254,0,0.744912,1
P_298154,W_1353,0,0.673018,1
P_298311,W_133525,3,0.365105,0
P_29838,W_9507,1,0.355767,0
P_298392,W_22581,3,0.493678,1
P_298571,W_135726,0,0.637121,0
P_298621,W_9158,1,0.670964,1
P_298622,W_64649,4,0.712703,0
P_298651,W_135726,0,0.537841,0
P_298659,W_40199,4,0.3388,1
P_298664,W_3964,1,0.250746,0
P_298681,W_3092,1,0.609552,0
P_298701,W_117417,4,0.540124,0
P_298702,W_5162,4,0.262044,1
P_298747,W_21828,3,0.093496,0
P_298749,W_17866,2,0.149875,0
P_298812,W_6807,3,0.375346,1
P_298834,W_135726,0,0.490698,0
P_298868,W_135726,0,0.654991,0
P_298874,W_135726,0,0.434031,0
P_299,W_299,1,0.54536,0
P_299084,W_9358,4,0.562645,1
P_299119,W_7495,0,0.362651,0
P_299224,W_135726,0,0.634173,1
P_299226,W_4700,1,0.797036,1
P_299285,W_23239,4,0.355061,1
P_29929,W_13875,4,0.829996,1
P_299300,W_135726,0,0.401875,0
P_299351,W_121504,2,0.475977,1
P_29942,W_9626,2,0.29494,0
P_299438,W_124809,1,0.374855,1
P_299477,W_43898,1,0.361842,1
P_29950,W_5954,3,0.329103,0
P_299742,W_52851,4,0.125781,0
P_299760,W_10901,2,0.794823,1
P_299875,W_43898,1,0.525198,1
P_299936,W_39055,4,0.784415,1
