wid,pid,role
W_142916,P_354254,train
W_14296,P_135380,train
W_14296,P_21743,train
W_142966,P_354455,train
W_142966,P_398271,train
W_142968,P_354459,train
W_142968,P_448450,train
W_142987,P_354534,train
W_142987,P_465640,train
W_142992,P_354551,train
W_142992,P_354555,train
W_143012,P_354717,train
W_143012,P_354718,train
W_143028,P_354752,train
W_143028,P_354753,train
W_143043,P_354793,train
W_143043,P_727103,train
W_143065,P_354986,train
W_143065,P_354987,train
W_143161,P_355363,train
W_143161,P_763920,train
W_143231,P_385953,train
W_143231,P_385955,train
W_143245,P_355995,train
W_143245,P_756078,train
W_143252,P_356017,train
W_143252,P_356030,train
W_143256,P_356069,train
W_143256,P_580467,train
W_143272,P_356134,train
W_143272,P_356135,train
W_143284,P_356241,train
W_143284,P_356242,train
W_143308,P_356388,train
W_143308,P_357900,train
W_14333,P_14335,train
W_14333,P_736065,train
W_143355,P_356622,train
W_143355,P_440023,train
W_143374,P_356718,train
W_143374,P_782970,train
W_143398,P_356854,train
W_143398,P_356855,train
W_143413,P_356965,train
W_143413,P_684468,train
W_143434,P_574256,train
W_143434,P_574376,train
W_143492,P_357333,train
W_143492,P_357390,train
W_143525,P_357626,train
W_143525,P_357628,train
W_143556,P_357855,train
W_143556,P_357867,train
W_143627,P_358395,train
W_143627,P_358396,train
W_143639,P_358460,train
W_143639,P_358461,train
W_143679,P_358771,train
W_143679,P_358773,train
W_143719,P_359092,train
W_143719,P_575403,train
W_143740,P_359239,train
W_143740,P_359240,train
W_14375,P_14375,train
W_14375,P_493954,train
W_143753,P_359330,train
W_143753,P_768515,train
W_143789,P_359577,train
W_143789,P_359578,train
W_143791,P_359582,train
W_143791,P_359583,train
W_143796,P_359592,train
W_143796,P_359593,train
W_143807,P_359677,train
W_143807,P_359678,train
W_143825,P_359771,train
W_143825,P_359773,train
W_143843,P_359840,train
W_143843,P_359855,train
W_143941,P_360461,train
W_143941,P_360462,train
W_144004,P_360910,train
W_144004,P_360911,train
W_144049,P_361173,train
W_144049,P_361174,train
W_144074,P_361425,train
W_144074,P_361430,train
W_144084,P_361529,train
W_144084,P_361654,train
W_144111,P_361803,train
W_144111,P_361860,train
W_144133,P_361978,train
W_144133,P_557401,train
W_144149,P_362143,train
W_144149,P_362144,train
W_144151,P_362163,train
W_144151,P_736738,train
W_144157,P_362202,train
W_144157,P_362203,train
W_144158,P_362204,train
W_144158,P_521604,train
W_144166,P_399550,train
W_144166,P_464535,train
W_144208,P_362711,train
W_144208,P_740546,train
W_144217,P_363458,train
W_144217,P_363484,train
W_144241,P_363031,train
W_144241,P_432478,train
W_144244,P_363035,train
W_144244,P_524370,train
W_14428,P_249127,train
W_14428,P_754502,train
W_144295,P_363580,train
W_144295,P_363584,train
W_144349,P_364089,train
W_144349,P_364547,train
W_144356,P_612593,train
W_144356,P_720442,train
W_144384,P_599692,train
W_144384,P_675888,train
W_144392,P_364411,train
W_144392,P_388194,train
W_144412,P_364638,train
W_144412,P_364639,train
W_144470,P_365222,train
W_144470,P_377257,train
W_144471,P_365204,train
W_144471,P_469219,train
W_144472,P_365206,train
W_144472,P_365208,train
W_144512,P_365429,train
W_144512,P_718041,train
W_144544,P_365802,train
W_144544,P_365803,train
W_144545,P_365804,train
W_144545,P_421560,train
W_144555,P_365901,train
W_144555,P_640095,train
W_144674,P_366765,train
W_144674,P_663874,train
W_144699,P_366954,train
W_144699,P_366955,train
W_144724,P_367026,train
W_144724,P_367080,train
W_144732,P_367036,train
W_144732,P_367047,train
W_144738,P_367115,train
W_144738,P_442444,train
W_144743,P_713804,train
W_144743,P_764037,train
W_144744,P_367155,train
W_144744,P_367156,train
W_14476,P_375852,train
W_14476,P_432706,train
W_14479,P_14479,train
W_14479,P_531866,train
W_144844,P_367667,train
W_144844,P_367668,train
W_144870,P_367813,train
W_144870,P_367816,train
W_144918,P_368058,train
W_144918,P_783955,train
W_144967,P_368252,train
W_144967,P_368253,train
W_145045,P_368552,train
W_145045,P_627679,train
W_145057,P_368662,train
W_145057,P_368672,train
W_14511,P_14511,train
W_14511,P_19987,train
W_14513,P_14513,train
W_14513,P_14514,train
W_145169,P_369415,train
W_145169,P_369427,train
W_145199,P_369634,train
W_145199,P_436720,train
W_145208,P_369695,train
W_145208,P_732895,train
W_145242,P_369966,train
W_145242,P_369967,train
W_145243,P_369972,train
W_145243,P_369974,train
W_145264,P_370118,train
W_145264,P_679734,train
W_145266,P_370125,train
W_145266,P_687964,train
W_145278,P_370198,train
W_145278,P_370206,train
W_145326,P_493965,train
W_145326,P_708658,train
W_145347,P_370504,train
W_145347,P_370505,train
W_145348,P_370508,train
W_145348,P_370509,train
W_14542,P_144153,train
W_14542,P_14550,train
W_145442,P_371094,train
W_145442,P_371095,train
W_145455,P_371141,train
W_145455,P_646361,train
W_145458,P_371149,train
W_145458,P_637005,train
W_145480,P_371233,train
W_145480,P_371235,train
W_145484,P_371249,train
W_145484,P_371250,train
W_145507,P_371413,train
W_145507,P_733149,train
W_145543,P_371676,train
W_145543,P_538207,train
W_145566,P_371775,train
W_145566,P_371776,train
W_145571,P_371806,train
W_145571,P_371975,train
W_145584,P_371844,train
W_145584,P_495244,train
W_145630,P_372066,train
W_145630,P_567533,train
W_145641,P_372128,train
W_145641,P_582734,train
W_145659,P_372175,train
W_145659,P_487191,train
W_145706,P_372420,train
W_145706,P_372421,train
W_145715,P_568100,train
W_145715,P_637158,train
W_145718,P_372508,train
W_145718,P_372509,train
W_145747,P_372661,train
W_145747,P_372662,train
W_145772,P_372879,train
W_145772,P_372881,train
W_145783,P_372994,train
W_145783,P_373018,train
W_145786,P_373003,train
W_145786,P_373004,train
W_145843,P_373437,train
W_145843,P_373441,train
W_145892,P_374040,train
W_145892,P_374986,train
W_145909,P_374132,train
W_145909,P_374151,train
W_145921,P_374206,train
W_145921,P_558479,train
W_145947,P_374368,train
W_145947,P_374369,train
W_145950,P_374378,train
W_145950,P_374379,train
W_145995,P_374722,train
W_145995,P_374725,train
W_146000,P_374764,train
W_146000,P_374770,train
W_146006,P_374789,train
W_146006,P_374815,train
W_146036,P_375023,train
W_146036,P_375412,train
W_146068,P_375292,train
W_146068,P_455244,train
W_146079,P_375359,train
W_146079,P_375360,train
W_146104,P_375721,train
W_146104,P_375722,train
W_146124,P_375932,train
W_146124,P_375943,train
W_146125,P_375934,train
W_146125,P_375936,train
W_146148,P_376120,train
W_146148,P_563677,train
W_146265,P_376980,train
W_146265,P_485104,train
W_146337,P_377710,train
W_146337,P_377711,train
W_146341,P_396229,train
W_146341,P_726491,train
W_146355,P_377790,train
W_146355,P_377791,train
W_146370,P_377888,train
W_146370,P_686063,train
W_146439,P_378262,train
W_146439,P_378264,train
W_146459,P_378351,train
W_146459,P_664194,train
W_146466,P_378369,train
W_146466,P_755503,train
W_146510,P_378546,train
W_146510,P_378547,train
W_146540,P_378755,train
W_146540,P_441826,train
W_146570,P_378920,train
W_146570,P_510582,train
W_146669,P_379567,train
W_146669,P_379569,train
W_146671,P_379587,train
W_146671,P_781238,train
W_146676,P_379625,train
W_146676,P_417974,train
W_146679,P_379632,train
W_146679,P_379633,train
W_146715,P_379839,train
W_146715,P_379871,train
W_146726,P_379907,train
W_146726,P_379908,train
W_146761,P_380151,train
W_146761,P_380152,train
W_146808,P_380414,train
W_146808,P_380415,train
W_146867,P_380839,train
W_146867,P_423712,train
W_147004,P_381740,train
W_147004,P_456069,train
W_14701,P_14701,train
W_14701,P_609033,train
W_147024,P_381862,train
W_147024,P_381863,train
W_14705,P_14716,train
W_14705,P_295104,train
W_147069,P_649060,train
W_147069,P_750463,train
W_147230,P_383082,train
W_147230,P_383084,train
W_147237,P_383163,train
W_147237,P_494449,train
W_147287,P_383419,train
W_147287,P_383420,train
W_147369,P_383683,train
W_147369,P_383684,train
W_147392,P_383770,train
W_147392,P_383790,train
W_14746,P_340577,train
W_14746,P_501976,train
W_14749,P_14794,train
W_14749,P_83059,train
W_147507,P_384308,train
W_147507,P_384310,train
W_147575,P_384603,train
W_147575,P_755498,train
W_147594,P_384779,train
W_147594,P_384780,train
W_147609,P_384861,train
W_147609,P_385720,train
W_147614,P_384956,train
W_147614,P_702953,train
W_147642,P_385156,train
W_147642,P_478432,train
W_147778,P_385849,train
W_147778,P_385850,train
W_147791,P_414229,train
W_147791,P_414230,train
W_147805,P_385967,train
W_147805,P_385975,train
W_14782,P_14782,train
W_14782,P_344615,train
W_147882,P_386479,train
W_147882,P_386480,train
W_147887,P_386493,train
W_147887,P_386494,train
W_147948,P_386964,train
W_147948,P_386965,train
W_147949,P_386971,train
W_147949,P_791785,train
W_147951,P_492554,train
W_147951,P_613639,train
W_147994,P_387326,train
W_147994,P_387327,train
W_148120,P_566341,train
W_148120,P_577899,train
W_148147,P_388527,train
W_148147,P_388528,train
W_14817,P_159586,train
W_14817,P_782954,train
W_148212,P_389142,train
W_148212,P_389149,train
W_148248,P_389536,train
W_148248,P_662815,train
W_148257,P_389611,train
W_148257,P_389612,train
W_148269,P_389659,train
W_148269,P_389660,train
W_148274,P_389668,train
W_148274,P_389669,train
W_148353,P_390380,train
W_148353,P_390382,train
W_148362,P_390450,train
W_148362,P_390468,train
W_148364,P_437586,train
W_148364,P_441482,train
W_148370,P_390490,train
W_148370,P_391209,train
W_148373,P_390509,train
W_148373,P_390510,train
W_148392,P_390735,train
W_148392,P_390737,train
W_148399,P_390775,train
W_148399,P_390780,train
W_148406,P_390880,train
W_148406,P_602378,train
W_148409,P_390944,train
W_148409,P_390945,train
W_148444,P_391437,train
W_148444,P_391438,train
W_148470,P_391670,train
W_148470,P_391672,train
W_148498,P_391989,train
W_148498,P_391990,train
W_148499,P_391999,train
W_148499,P_721705,train
W_148520,P_392225,train
W_148520,P_45797,train
W_14853,P_600802,train
W_14853,P_646932,train
W_148530,P_392294,train
W_148530,P_392295,train
W_148555,P_431339,train
W_148555,P_522171,train
W_148574,P_392789,train
W_148574,P_392790,train
W_148607,P_393187,train
W_148607,P_393191,train
W_148614,P_393248,train
W_148614,P_745552,train
W_148615,P_393249,train
W_148615,P_393251,train
W_148621,P_393282,train
W_148621,P_393297,train
W_148628,P_393363,train
W_148628,P_393364,train
W_148646,P_393647,train
W_148646,P_473970,train
W_148698,P_394111,train
W_148698,P_702717,train
W_148727,P_404658,train
W_148727,P_535961,train
W_148731,P_394377,train
W_148731,P_676088,train
W_148760,P_394592,train
W_148760,P_454815,train
W_148762,P_394644,train
W_148762,P_394645,train
W_148794,P_394943,train
W_148794,P_747380,train
W_148813,P_395171,train
W_148813,P_395175,train
W_148854,P_395492,train
W_148854,P_395495,train
W_148876,P_487731,train
W_148876,P_682593,train
W_148996,P_396642,train
W_148996,P_396644,train
W_148997,P_396654,train
W_148997,P_396655,train
W_149002,P_396727,train
W_149002,P_396728,train
W_149017,P_396811,train
W_149017,P_396816,train
W_149044,P_397029,train
W_149044,P_397030,train
W_149073,P_397540,train
W_149073,P_656230,train
W_149099,P_397749,train
W_149099,P_397759,train
W_149103,P_397774,train
W_149103,P_405202,train
W_149106,P_397911,train
W_149106,P_482221,train
W_149132,P_397983,train
W_149132,P_760323,train
W_149160,P_398148,train
W_149160,P_398149,train
W_149188,P_551992,train
W_149188,P_797119,train
W_149201,P_398970,train
W_149201,P_776921,train
W_149256,P_399576,train
W_149256,P_399579,train
W_149308,P_400140,train
W_149308,P_400141,train
W_149320,P_400257,train
W_149320,P_400264,train
W_149327,P_400487,train
W_149327,P_705048,train
W_149365,P_401025,train
W_149365,P_401040,train
W_149372,P_401113,train
W_149372,P_475197,train
W_149400,P_401321,train
W_149400,P_401322,train
W_149434,P_401664,train
W_149434,P_622602,train
W_149444,P_401887,train
W_149444,P_709341,train
W_149464,P_401991,train
W_149464,P_402083,train
W_149492,P_402399,train
W_149492,P_402400,train
W_149522,P_403099,train
W_149522,P_598555,train
W_149533,P_403353,train
W_149533,P_652466,train
W_14954,P_19180,train
W_14954,P_519616,train
W_149609,P_404443,train
W_149609,P_404826,train
W_149611,P_404464,train
W_149611,P_404466,train
W_149618,P_404532,train
W_149618,P_404536,train
W_149652,P_405269,train
W_149652,P_405270,train
W_149654,P_405297,train
W_149654,P_405299,train
W_149668,P_405814,train
W_149668,P_740823,train
W_149677,P_406135,train
W_149677,P_406157,train
W_149692,P_406263,train
W_149692,P_406273,train
W_149694,P_406281,train
W_149694,P_406282,train
W_149710,P_406466,train
W_149710,P_406467,train
W_149712,P_406483,train
W_149712,P_699806,train
W_149724,P_406666,train
W_149724,P_406667,train
W_149757,P_406979,train
W_149757,P_407059,train
W_149790,P_407596,train
W_149790,P_407597,train
W_149801,P_450748,train
W_149801,P_553373,train
W_14986,P_14986,train
W_14986,P_159571,train
W_149868,P_408711,train
W_149868,P_742433,train
W_149875,P_408828,train
W_149875,P_408829,train
W_149911,P_409291,train
W_149911,P_463454,train
W_149929,P_409423,train
W_149929,P_409458,train
W_149947,P_409605,train
W_149947,P_630529,train
W_149953,P_409668,train
W_149953,P_409669,train
W_149964,P_409763,train
W_149964,P_409766,train
W_150055,P_410650,train
W_150055,P_410651,train
W_150161,P_411893,train
W_150161,P_490095,train
W_150220,P_412561,train
W_150220,P_412569,train
W_150241,P_412841,train
W_150241,P_412842,train
W_150255,P_413025,train
W_150255,P_646325,train
W_150271,P_413323,train
W_150271,P_773392,train
W_150317,P_414365,train
W_150317,P_638187,train
W_150333,P_414653,train
W_150333,P_414656,train
W_150348,P_414722,train
W_150348,P_414723,train
W_150357,P_414865,train
W_150357,P_766271,train
W_150393,P_415407,train
W_150393,P_740827,train
W_150426,P_415849,train
W_150426,P_415853,train
W_150433,P_415941,train
W_150433,P_415997,train
W_150447,P_416206,train
W_150447,P_416207,train
W_150459,P_429716,train
W_150459,P_689383,train
W_150461,P_416382,train
W_150461,P_469346,train
W_150489,P_417030,train
W_150489,P_417061,train
W_150494,P_417105,train
W_150494,P_799726,train
W_150531,P_417430,train
W_150531,P_417476,train
W_150547,P_417679,train
W_150547,P_417680,train
W_150557,P_417873,train
W_150557,P_417876,train
W_150605,P_418703,train
W_150605,P_418706,train
W_150609,P_418751,train
W_150609,P_418752,train
W_150620,P_418887,train
W_150620,P_743100,train
W_150682,P_420418,train
W_150682,P_420421,train
W_150823,P_421366,train
W_150823,P_421380,train
W_150825,P_421394,train
W_150825,P_566279,train
W_150845,P_421715,train
W_150845,P_421717,train
W_150861,P_421881,train
W_150861,P_421904,train
W_150884,P_422420,train
W_150884,P_422422,train
W_150896,P_422497,train
W_150896,P_422498,train
W_150898,P_422687,train
W_150898,P_537607,train
W_150915,P_422811,train
W_150915,P_422821,train
W_150933,P_423035,train
W_150933,P_714614,train
W_150959,P_423361,train
W_150959,P_423376,train
W_150981,P_643811,train
W_150981,P_783994,train
W_150982,P_786056,train
W_150982,P_798896,train
W_150990,P_513435,train
W_150990,P_793404,train
W_151028,P_424182,train
W_151028,P_434302,train
W_151037,P_424354,train
W_151037,P_541638,train
W_151041,P_424441,train
W_151041,P_424442,train
W_151047,P_424499,train
W_151047,P_738174,train
W_15106,P_15106,train
W_15106,P_77460,train
W_151135,P_425409,train
W_151135,P_448312,train
W_151145,P_425427,train
W_151145,P_425428,train
W_151206,P_426238,train
W_151206,P_426242,train
W_151214,P_426224,train
W_151214,P_426225,train
W_151226,P_426421,train
W_151226,P_426427,train
W_151237,P_426559,train
W_151237,P_426560,train
W_151256,P_426778,train
W_151256,P_793919,train
W_151283,P_427139,train
W_151283,P_772213,train
W_151290,P_427244,train
W_151290,P_427245,train
W_151296,P_427267,train
W_151296,P_427268,train
W_15131,P_15131,train
W_15131,P_15132,train
W_151342,P_427557,train
W_151342,P_427558,train
W_151378,P_427984,train
W_151378,P_427988,train
W_151381,P_428042,train
W_151381,P_464650,train
W_151390,P_428118,train
W_151390,P_428122,train
W_15140,P_15140,train
W_15140,P_15143,train
W_151446,P_429099,train
W_151446,P_429100,train
W_151451,P_429375,train
W_151451,P_690209,train
W_151480,P_429687,train
W_151480,P_429690,train
W_151481,P_429693,train
W_151481,P_429694,train
W_15149,P_15150,train
W_15149,P_397576,train
W_151534,P_430563,train
W_151534,P_430564,train
W_151543,P_480671,train
W_151543,P_733168,train
W_151563,P_431212,train
W_151563,P_431213,train
W_151569,P_431407,train
W_151569,P_431408,train
W_151588,P_431771,train
W_151588,P_783157,train
W_151627,P_432132,train
W_151627,P_432136,train
W_151639,P_432240,train
W_151639,P_432241,train
W_151670,P_432707,train
W_151670,P_432708,train
W_151673,P_432744,train
W_151673,P_747129,train
W_151689,P_432959,train
W_151689,P_432962,train
W_151694,P_433039,train
W_151694,P_494478,train
W_151710,P_433490,train
W_151710,P_494491,train
W_151745,P_433893,train
W_151745,P_433894,train
W_151749,P_434064,train
W_151749,P_434065,train
W_151758,P_434267,train
W_151758,P_434269,train
W_151820,P_434849,train
W_151820,P_434905,train
W_151855,P_435471,train
W_151855,P_435473,train
W_151862,P_435446,train
W_151862,P_538757,train
W_151864,P_435490,train
W_151864,P_717078,train
W_151909,P_436904,train
W_151909,P_436930,train
W_151912,P_436416,train
