query_pid,query_wid,n_rel,global:full_long_rel_ranks,global:full_60_rel_ranks,global:base_1500_rel_ranks,ttr_rel_ranks,win_max_rel_ranks,win_fuse_rel_ranks,s1_hub_rel_ranks
P_170429,W_119996,12,176;332;457;567;697;964;1002;2200;2543;2696;3723;4746,651;736;884;1095;1149;1480;1531;2287;3653;4753;5051;5576,387;516;764;1028;1789;2261;2462;3057;3994;4440;4825;8358,168;250;567;740;856;911;1160;1957;2945;3046;3939;4422,101;527;896;1425;1740;2103;2630;3129;3161;3992;5166;5837,150;187;721;803;848;1046;1949;2537;2591;4370;4390;4421,176;332;457;567;697;964;1002;2200;2543;2696;3723;4746
P_170461,W_119996,12,41;562;609;1392;1458;2357;3203;3587;3595;4345;6896;7805,429;691;848;963;3162;4222;4495;4641;5759;5980;6972;8593,459;1575;2002;3182;3519;3996;4640;5094;5210;6010;7283;7820,73;407;1015;1092;1341;2207;3209;4017;4430;4457;6972;7001,365;658;2714;3211;3360;3664;3777;4354;4702;4966;5678;8088,62;614;1317;1395;1957;2397;2901;3284;4225;5896;5912;6018,41;562;609;1392;1458;2357;3203;3587;3595;4345;6896;7805
P_170463,W_20049,12,210;990;1126;2041;2047;3160;3610;3674;3754;4235;4728;4875,232;456;795;950;1141;1146;1913;2888;3920;4269;4408;5484,1011;1694;3133;3675;3819;4524;4670;6123;6485;6802;7952;8458,483;970;1081;1560;2440;3299;3501;3529;3961;4342;4636;4821,62;908;1330;1399;1491;1830;2263;2412;2622;3854;3998;4887,603;871;942;1117;2058;2444;2799;3114;3596;3703;4290;4402,210;990;1126;2041;2047;3160;3610;3674;3754;4235;4728;4875
P_170481,W_10902,12,10;59;68;92;183;259;593;1206;1752;2251;3019;3883,37;47;90;148;174;302;341;1976;2731;2795;3174;4760,183;282;507;589;1276;5153;5640;5952;6233;7842;7946;8578,14;19;44;79;128;136;366;1248;1652;1685;2117;3249,16;25;92;110;138;420;458;670;920;2014;3040;4135,7;19;55;56;230;270;699;862;1069;1482;2439;3905,10;59;68;92;183;259;593;1206;1752;2251;3019;3883
P_170484,W_4916,12,5;185;210;225;251;439;530;536;744;747;929;1082,14;31;75;87;214;302;530;570;826;1035;1706;2832,303;771;1037;1234;1268;1301;1509;2336;2372;2989;4243;5137,9;126;129;154;214;248;407;435;539;624;1132;1163,145;152;162;248;505;647;1117;1475;1682;2751;3127;3155,4;107;236;313;336;339;500;581;732;1147;1205;1848,5;185;210;225;251;439;530;536;744;747;929;1082
P_170488,W_119996,12,3;845;1404;1686;1793;1875;1987;2114;2381;3462;4748;4859,248;305;1508;1610;1824;1863;1918;2792;3025;3693;5598;6844,259;1422;1742;1932;1961;2413;3101;3184;4140;5227;5386;8305,26;553;888;910;1154;1244;1925;1956;2486;3547;4619;5244,376;748;778;795;1098;1825;2133;2206;3143;3281;5481;6319,282;963;1182;1340;1426;1652;1749;1827;2111;2189;5166;5518,3;845;1404;1686;1793;1875;1987;2114;2381;3462;4748;4859
P_1705,W_1616,12,3;30;40;46;118;232;291;700;796;813;1101;1970,33;1145;1326;2152;2396;2512;3073;3563;4870;6588;7556;7667,197;224;1428;1681;2131;2326;2546;2753;3462;3712;5189;6595,3;13;25;27;149;261;310;534;558;894;954;1290,7;38;48;97;110;149;217;221;397;499;617;1645,2;23;24;43;114;145;151;470;484;536;554;1573,3;30;40;46;118;232;291;700;796;813;1101;1970
P_170503,W_10216,12,8;119;318;324;417;825;853;1128;2127;2726;3829;5220,377;512;700;1261;1919;1924;2314;2481;4648;4801;4954;6911,80;426;597;1377;1833;2484;4033;4639;6769;7157;7239;9531,25;94;274;300;492;684;862;1498;2483;2542;3856;5221,2;6;26;43;282;358;771;2098;2403;2842;3229;4450,2;86;89;124;159;411;464;1526;2603;2730;3075;4824,8;119;318;324;417;825;853;1128;2127;2726;3829;5220
P_170506,W_7116,12,12;29;40;155;202;257;353;499;901;1746;9389;9762,78;232;329;364;449;795;1872;2916;4257;6217;8709;10806,4;256;446;518;3492;3618;4093;4170;4262;4307;10720;14464,25;30;65;198;227;230;282;304;438;1131;9342;9823,2;5;56;392;395;422;1002;1881;2698;2782;8074;11201,1;7;21;200;220;317;353;759;1542;2057;8912;10253,12;29;40;155;202;257;353;499;901;1746;9389;9762
P_17053,W_17053,12,3;4;9;26;40;91;118;127;130;239;293;5170,19;58;101;122;123;249;292;305;349;376;712;4829,48;164;222;278;301;384;405;629;731;1047;1264;6077,1;2;6;23;30;114;119;120;152;164;335;5113,1;5;28;39;44;71;121;163;260;410;628;7066,1;4;7;23;30;83;100;158;168;190;331;5981,3;4;9;26;40;91;118;127;130;239;293;5170
P_17054,W_17053,12,1;2;3;4;5;6;7;8;18;36;37;7824,2;5;10;11;13;42;73;80;253;274;569;6558,17;21;31;57;67;198;204;368;533;549;679;5585,1;2;3;4;5;6;8;9;12;32;36;8948,1;2;4;5;7;10;16;17;28;69;123;9542,1;2;3;4;5;6;7;9;26;27;51;8737,1;2;3;4;5;6;7;8;18;36;37;7824
P_170621,W_6441,12,1440;2221;3906;4365;4680;4725;4748;5100;5586;6034;7740;14509,1841;3181;4005;4101;4603;4995;6236;6373;7298;7366;8548;14504,2002;8204;8819;9513;9845;10220;11518;12041;12047;12098;12870;12925,2020;2449;2666;3813;5152;5573;5606;5979;6204;6290;7601;14736,2187;2357;3141;3293;3598;4280;4599;5321;5826;6544;7296;14300,1759;2717;2993;3962;4119;4609;4866;5127;5708;5873;7487;14479,1440;2221;3906;4365;4680;4725;4748;5100;5586;6034;7740;14509
P_170623,W_119996,12,336;493;893;2207;2304;2642;2968;3862;4094;4133;4597;5981,174;1236;1592;1738;1769;1860;1886;2674;4220;4758;5317;7854,845;1171;2589;3374;3559;3694;4359;4780;5668;6323;6390;7489,212;275;796;1526;2293;2627;2764;2765;4141;4205;4460;6122,265;549;694;1481;2093;2462;3024;3170;3303;4949;5575;5916,436;609;982;1673;2317;2544;2582;2865;3219;5133;5165;5436,336;493;893;2207;2304;2642;2968;3862;4094;4133;4597;5981
P_170746,W_119996,12,346;372;519;590;604;1522;1911;1913;2319;2849;3782;5635,771;1265;1780;2272;2286;2651;2705;3676;3924;3937;6513;7498,987;3693;5031;5038;5574;6635;6640;6863;6983;7110;7155;8347,130;337;493;736;815;1287;1746;2343;2452;2496;4402;5038,915;929;1157;1493;1653;2449;3256;3351;3956;4801;6285;6538,447;471;783;890;1222;1636;2492;2679;3038;3381;5321;5977,346;372;519;590;604;1522;1911;1913;2319;2849;3782;5635
P_170771,W_97632,12,846;890;1328;2192;2660;3164;4109;4294;4323;4682;5338;5624,1268;2102;3251;3259;3481;4115;4473;4694;5087;5369;5891;9005,237;728;850;1452;1817;2302;2414;3382;3676;4432;4961;5306,586;1317;1684;1769;2205;3118;3139;4075;4419;4762;4812;5409,1229;1802;2185;2237;3059;3173;3241;3845;4438;5560;5821;6433,1726;2098;2489;2533;3087;3222;3407;3609;3684;3758;5405;5683,846;890;1328;2192;2660;3164;4109;4294;4323;4682;5338;5624
P_170847,W_119996,12,704;837;860;905;1491;1696;1961;2320;3088;3332;5701;5889,708;798;856;942;1157;1488;1648;3259;5162;5267;5421;6227,609;2011;2270;2718;3373;4063;4284;4455;4508;5202;5454;7035,691;698;1191;1286;1562;2304;2418;2581;2959;3121;6087;6378,178;600;663;1021;1464;1607;1621;2629;3183;4457;5103;5980,643;676;711;976;1049;1067;1648;2338;3189;4031;5140;5955,704;837;860;905;1491;1696;1961;2320;3088;3332;5701;5889
P_170893,W_10472,12,4;9;13;15;60;62;75;112;171;260;319;13733,35;49;65;66;117;163;240;344;347;608;632;7741,59;174;183;223;249;358;595;619;840;1417;1696;9850,3;8;11;15;43;76;79;82;98;165;206;13972,6;11;12;15;19;21;23;24;37;78;214;14015,3;7;9;12;34;35;39;43;65;156;198;14156,4;9;13;15;60;62;75;112;171;260;319;13733
P_170900,W_4762,12,103;134;325;329;473;591;1399;1642;2257;4037;7778;13942,203;1047;1347;2017;5932;6702;6758;7484;8797;8819;9447;14021,407;428;882;1080;1368;1622;1773;3510;5026;6470;6578;14154,49;56;174;177;286;375;1376;1655;2214;2931;7558;14360,129;252;283;449;931;1235;1862;2312;2362;3929;5430;10359,82;105;214;261;583;848;1237;1525;2344;2742;6292;12755,103;134;325;329;473;591;1399;1642;2257;4037;7778;13942
P_170905,W_3245,12,22;127;179;299;344;423;479;808;1773;2226;3022;4511,27;249;499;544;554;902;906;910;3101;6319;6478;6642,144;201;276;471;2048;3943;4075;4378;5349;5745;6095;6400,45;75;266;272;282;470;482;790;1594;2568;2914;4790,42;273;464;731;749;1289;1491;1712;1810;2521;3214;4418,37;71;162;226;423;608;763;1801;1817;2009;3023;3634,22;127;179;299;344;423;479;808;1773;2226;3022;4511
P_170912,W_119996,12,14;666;1052;1404;1654;1714;1777;2509;2938;4054;4263;4412,188;294;694;1015;1026;1559;2231;2544;2951;3125;4717;5568,279;572;927;1461;1842;2680;2682;3057;3578;4265;4279;6813,31;496;947;1572;1790;1978;1995;2052;3061;3606;4037;4638,234;799;1722;1737;2186;2597;2837;3107;3631;3726;3819;4183,249;708;932;1757;2020;2191;2238;2400;2482;3199;3597;4289,14;666;1052;1404;1654;1714;1777;2509;2938;4054;4263;4412
P_17092,W_8673,12,1;3;6;9;13;25;26;41;43;81;208;393,9;11;17;27;32;41;59;80;85;133;396;1301,3;50;77;151;634;772;1297;1635;1801;9865;10012;12053,1;2;3;4;5;7;12;16;17;31;109;299,1;9;11;12;19;42;65;91;115;204;232;586,1;3;4;7;9;25;43;44;53;95;185;406,1;3;6;9;13;25;26;41;43;81;208;393
P_170936,W_119996,12,32;347;486;521;622;1321;1829;2423;2646;3755;4342;4484,177;244;386;547;966;1325;1367;1548;3616;4355;4558;4586,41;171;289;485;1147;2589;2662;3069;3652;3772;4320;7587,59;189;330;390;597;1311;2030;2198;2384;4244;4340;4642,105;111;360;417;918;1038;1203;2658;3034;3240;5400;5837,38;174;375;664;793;1322;1386;2152;2799;3173;4865;5203,32;347;486;521;622;1321;1829;2423;2646;3755;4342;4484
P_171047,W_114490,12,89;123;529;686;778;935;1309;1516;1651;1868;2550;3402,19;79;346;755;818;980;1822;1964;2078;2098;2155;4245,5;108;2513;2845;4389;4632;4650;4945;5953;6816;6972;14383,121;210;392;730;749;831;893;951;1362;1773;2518;3131,58;107;306;536;600;2400;3556;4421;5033;5303;5496;5689,40;222;228;325;403;1842;2634;2730;2839;3079;3162;3717,89;123;529;686;778;935;1309;1516;1651;1868;2550;3402
P_171343,W_10906,12,160;212;309;312;330;392;778;1027;1145;1775;1877;3626,163;322;636;785;1291;1993;2950;3449;3501;3538;4150;4489,197;623;913;1124;2070;2412;2928;2985;3874;4320;7127;7434,109;120;150;646;669;853;893;960;1216;1677;1812;4387,168;250;295;564;592;1082;1441;1457;1975;3090;3192;3375,142;187;192;299;527;668;677;730;1008;1606;2275;3298,160;212;309;312;330;392;778;1027;1145;1775;1877;3626
P_171386,W_27894,12,6;434;671;929;1844;2148;2155;2759;3150;3493;4158;5244,73;647;1064;2320;4320;4477;4658;5826;7103;8285;9182;11318,56;3616;5004;5374;6125;7680;9828;10366;11820;11831;12341;13175,1;546;611;894;2068;2167;2286;2435;3490;3718;4415;5304,3;396;1050;1253;1728;1759;1827;2031;2202;2812;3801;4566,2;360;735;1140;1434;1829;2269;2677;2773;2799;2860;4802,6;434;671;929;1844;2148;2155;2759;3150;3493;4158;5244
P_171387,W_1939,12,1418;1670;2321;2679;2958;3619;3924;4208;4460;5373;6656;9957,1236;1371;1495;1862;3654;4147;5411;5598;6389;7347;9189;9823,1483;2112;2392;2878;3371;5984;6043;6645;9007;9828;12444;13578,1659;1986;2934;3077;3247;4204;4467;4867;5122;5628;6997;9335,199;511;516;539;1125;1255;1449;1499;2267;2493;4767;6904,1199;1230;1412;1607;2011;2149;2242;2452;2515;3063;5656;8473,1418;1670;2321;2679;2958;3619;3924;4208;4460;5373;6656;9957
P_171462,W_1792,12,936;1679;1982;2386;3126;3186;3190;5913;6082;6384;8176;8627,176;693;731;1536;1630;2030;2567;3920;5190;6604;6902;9658,22;319;447;698;834;1694;1794;2047;2596;3639;3884;9508,264;591;1049;1890;1969;3473;3717;5426;5685;6010;6533;8793,244;451;734;971;1080;1440;1714;2313;4348;4691;5921;8791,801;1074;1518;1587;1633;1650;2686;2716;4442;5956;6833;8718,936;1679;1982;2386;3126;3186;3190;5913;6082;6384;8176;8627
P_171525,W_6602,12,4;18;29;62;74;82;101;114;204;220;381;386,21;61;87;100;130;212;247;257;447;478;617;990,33;96;107;452;479;545;551;928;1278;1512;1916;2790,8;9;20;31;44;114;115;135;139;152;158;478,6;12;14;21;22;29;30;56;134;282;337;729,3;9;10;18;27;32;43;47;191;206;314;405,4;18;29;62;74;82;101;114;204;220;381;386
P_171728,W_10216,12,90;263;318;485;727;917;1041;1167;1655;2065;2556;3828,9;497;562;696;1122;1195;3133;3373;4840;4887;5722;6226,138;240;610;885;2357;4403;4553;6518;7635;7770;9396;14004,75;117;141;153;389;434;483;1251;1716;2104;2219;4602,64;235;238;829;1129;1186;1310;1768;1840;2057;3324;3520,58;181;213;386;529;658;824;1169;1644;1775;1870;3477,90;263;318;485;727;917;1041;1167;1655;2065;2556;3828
P_172133,W_209,12,19;24;70;348;411;414;554;1061;1198;2456;3291;7893,1;133;218;591;619;1053;1860;2087;2854;3131;3925;10721,120;203;292;999;1612;2260;2663;2999;3740;4881;5791;8200,19;26;121;266;320;396;408;904;1409;2945;3734;8836,1;30;54;77;217;290;507;549;1204;1629;1896;2086,5;50;55;109;160;295;467;773;1216;1978;2110;3815,19;24;70;348;411;414;554;1061;1198;2456;3291;7893
P_172153,W_68472,12,250;435;460;573;1060;1838;1929;1945;2106;2197;2405;8705,172;224;298;418;526;1022;1421;1784;1936;2400;2617;2988,405;629;727;1005;1883;2087;3537;3963;4063;4897;5373;6916,477;548;689;1490;1530;1925;2013;2023;2054;2665;2961;8564,89;724;734;807;857;1248;1390;1619;1708;3199;3926;6464,190;347;497;585;1153;1474;1564;1690;1781;1905;2693;7467,250;435;460;573;1060;1838;1929;1945;2106;2197;2405;8705
P_17229,W_7284,12,15;16;112;285;553;1189;1722;2163;2359;3217;3344;8433,283;445;1144;1343;1368;1697;2206;2909;3221;3621;5356;8347,489;549;746;867;1824;2246;2320;2654;3995;4302;4414;5294,22;42;165;170;185;668;696;1562;2075;2206;3430;6702,18;109;244;283;546;819;1489;2352;2467;2803;5095;7567,24;25;128;167;249;987;1570;1785;1932;2909;4134;8011,15;16;112;285;553;1189;1722;2163;2359;3217;3344;8433
P_172563,W_4841,12,2;7;32;37;40;250;253;278;492;823;936;1092,3;24;27;37;80;125;136;294;569;890;1143;1186,3;619;678;876;921;966;1365;1426;1811;2730;2944;4299,3;5;21;25;52;223;244;292;308;391;807;1345,1;65;139;225;278;549;690;1388;1558;1868;2604;3076,1;4;10;83;129;143;176;226;698;1042;1539;1696,2;7;32;37;40;250;253;278;492;823;936;1092
P_172586,W_1812,12,21;469;613;674;854;1027;1128;1167;1244;1669;1681;2133,3336;3995;5049;5279;5556;10124;10183;10548;10649;11934;12805;14784,1896;2793;4236;6345;8033;8169;9602;10764;10956;12449;12986;13801,2;192;305;347;426;453;462;508;579;637;724;818,6;56;58;71;76;79;240;377;477;958;968;1639,16;53;142;208;223;227;285;387;764;961;966;1017,21;469;613;674;854;1027;1128;1167;1244;1669;1681;2133
P_172607,W_31938,12,1;4;27;30;52;54;135;1149;1194;1309;1433;10242,6;26;51;94;223;497;517;962;1970;3770;7037;9067,1;570;836;1139;1534;2167;2979;3860;5082;5084;5627;10334,1;2;9;21;34;67;87;1170;1192;1291;1483;10067,1;2;4;7;22;25;33;35;319;518;999;6629,1;2;6;13;17;21;30;240;492;730;907;8535,1;4;27;30;52;54;135;1149;1194;1309;1433;10242
P_172637,W_27320,12,118;127;134;267;406;467;485;614;672;1518;6807;9338,69;143;188;203;340;508;662;736;753;916;7015;10831,335;558;979;1163;1372;1377;1685;2175;2460;2531;10613;12791,6;20;65;141;145;233;312;361;734;896;6140;8781,2;18;19;26;61;147;163;1269;1315;2121;7401;9457,15;44;83;109;123;199;344;407;805;973;7097;9342,118;127;134;267;406;467;485;614;672;1518;6807;9338
P_172641,W_111510,12,92;325;345;447;539;914;1109;1687;1779;1890;2184;2815,172;429;734;952;991;1243;1450;1549;1617;2075;3191;4111,1121;2022;2042;2260;2664;3570;3816;4380;5469;6153;6253;7523,203;235;374;419;696;959;1212;1282;1545;2176;2225;2481,308;340;407;487;535;948;1295;1469;1643;1939;2601;3739,97;226;313;574;580;968;991;1098;1590;1669;2287;2637,92;325;345;447;539;914;1109;1687;1779;1890;2184;2815
P_172645,W_4685,12,11;35;168;482;903;928;1428;2149;2358;3390;3427;4052,248;431;576;670;817;943;1299;1336;2662;2926;3105;5408,647;921;1185;1400;2008;2233;2314;3139;3240;3736;5200;6627,15;28;153;357;543;758;836;1697;2484;2661;3663;4292,199;200;212;254;761;844;1127;1926;2494;3235;4293;7736,5;198;204;330;367;484;860;886;2665;2786;3049;5793,11;35;168;482;903;928;1428;2149;2358;3390;3427;4052
P_17274,W_17274,12,370;968;1163;1903;1930;2580;2592;2709;3009;3098;4836;6172,29;119;245;436;457;603;1278;1296;1416;2665;3489;4828,73;84;231;385;542;833;1184;1298;2811;4892;5374;5820,107;214;936;1083;1195;1221;1910;2692;2719;2848;4303;5431,46;178;1027;1092;1352;1493;1782;2022;2418;3170;3297;4116,73;349;1478;1550;1600;1728;1928;2026;2166;2999;4402;4864,370;968;1163;1903;1930;2580;2592;2709;3009;3098;4836;6172
P_17275,W_17274,12,5;155;224;401;701;731;1039;1141;2001;2235;2831;2984,167;427;793;903;1058;2820;3100;3457;3803;3913;4784;5834,29;105;184;406;588;615;788;2413;3237;3303;5581;6864,1;43;217;306;317;614;715;716;1771;1928;2146;4145,18;71;639;883;982;1072;1342;1814;2108;3050;3374;4446,53;65;77;482;805;882;905;1296;1319;1657;2963;3567,5;155;224;401;701;731;1039;1141;2001;2235;2831;2984
P_172807,W_5141,12,1;10;130;919;963;1079;1682;2537;2564;2962;4411;5557,155;159;174;301;528;704;1340;1415;2230;2622;3015;4215,968;3118;3649;5142;5192;7120;7465;8473;9804;10442;11603;11805,4;29;91;1195;1460;2469;2841;3549;4711;5154;7926;8117,5;465;960;1691;2008;2898;3191;3718;4520;6887;7038;7127,1;69;313;1545;1676;1775;1946;2442;3832;4502;4504;4706,1;10;130;919;963;1079;1682;2537;2564;2962;4411;5557
P_172836,W_272,12,69;145;238;284;289;348;364;461;463;634;818;903,349;398;671;801;816;1175;1296;1605;1626;2204;2385;2617,4216;5991;7601;8705;8749;9476;9554;9677;10492;10520;10873;11672,46;117;213;217;243;269;285;286;394;400;516;547,10;13;15;21;102;106;151;159;303;325;534;780,25;93;97;121;126;169;200;320;329;358;507;780,69;145;238;284;289;348;364;461;463;634;818;903
P_172916,W_2768,12,2;73;114;214;261;296;346;526;1969;2656;2956;6451,362;801;2055;2636;2687;5263;6671;7263;7756;7957;8346;9890,339;1925;3206;5618;5841;6445;7023;7528;8043;8781;9018;9764,3;98;116;442;511;541;587;755;2663;3925;5127;5622,28;183;630;674;869;1016;1114;1241;1803;2056;3066;7457,1;138;154;186;317;535;583;624;1638;2164;3916;4605,2;73;114;214;261;296;346;526;1969;2656;2956;6451
P_172939,W_22084,12,1;2;10;12;39;63;175;179;189;204;1719;13143,60;70;375;724;760;1009;1054;1209;2335;3168;4026;12725,267;485;508;1484;1629;3197;3778;4898;4923;6445;7243;14748,2;5;14;24;25;61;146;190;200;267;2188;12784,1;2;3;17;90;191;362;588;622;797;1396;11629,1;3;11;15;20;33;67;115;203;222;1291;12855,1;2;10;12;39;63;175;179;189;204;1719;13143
P_173303,W_19903,12,5354;6002;6127;6224;6648;6798;7179;7289;7715;7834;7944;8337,1251;1582;1889;1975;2094;2517;3632;5301;6388;6819;7111;12473,1344;2233;2905;3056;4847;6816;6972;7648;7894;8440;9414;10190,3836;3928;4443;4841;5178;5224;6009;6027;6500;6902;6968;7070,449;3855;4435;4643;5648;5834;6706;6807;7184;7214;10676;11203,4555;5223;6017;6065;6306;6358;6359;6731;6996;7512;8992;9170,5354;6002;6127;6224;6648;6798;7179;7289;7715;7834;7944;8337
P_173394,W_10931,12,92;500;699;779;851;903;933;997;1120;3260;3704;5795,726;1219;2222;2577;2592;3305;4059;4261;5630;6575;7445;13000,262;284;564;603;890;1420;1925;2577;2626;3263;3739;12156,177;706;1122;1217;1397;1425;1493;1599;1645;3967;5342;7354,50;295;335;544;721;734;777;1067;1141;1328;1690;2969,40;492;538;567;599;651;853;981;1539;1574;1864;3120,92;500;699;779;851;903;933;997;1120;3260;3704;5795
P_173553,W_39520,12,19;43;60;76;100;171;192;193;393;724;748;1457,176;177;481;574;667;670;745;912;926;947;1716;9877,9;111;131;303;357;504;835;882;1518;1556;2237;2539,20;36;73;88;119;124;199;249;263;381;648;1841,1;4;6;8;9;16;17;21;46;78;137;656,2;8;10;13;21;33;45;65;92;147;289;866,19;43;60;76;100;171;192;193;393;724;748;1457
P_173740,W_5342,12,83;613;1846;1967;2132;4470;7042;7378;9592;9795;12838;13500,1574;4743;6293;6848;8167;9342;12182;12480;12881;13024;13597;13661,2538;8739;9782;11135;12313;12636;13181;14278;14473;14557;14576;14743,56;900;999;1153;2375;3581;6252;6439;7457;7940;12124;12261,26;1343;3371;6557;7319;9355;11139;11970;12694;12816;13493;13709,30;1429;2426;3866;5460;7334;7965;10597;11035;12049;12242;13678,83;613;1846;1967;2132;4470;7042;7378;9592;9795;12838;13500
P_173804,W_5549,12,37;51;65;69;233;309;778;832;1077;1494;2741;4577,71;171;331;340;357;640;660;979;1592;1659;2295;3152,344;442;472;509;839;944;1402;1990;2012;2906;3430;3726,42;105;123;131;176;390;758;979;1145;1316;3752;5077,43;81;103;127;164;314;464;467;684;918;2593;3132,35;52;73;88;125;239;577;666;799;930;2526;3505,37;51;65;69;233;309;778;832;1077;1494;2741;4577
P_173891,W_7249,12,1;3;30;55;64;159;295;366;462;925;1249;5218,3;13;22;57;139;186;261;357;624;1065;1083;4372,1;19;143;199;220;230;287;306;997;1781;2973;13311,1;3;18;38;95;102;132;420;666;1242;1277;5549,1;15;26;43;101;152;161;328;655;695;746;3310,1;2;13;30;66;95;348;384;403;452;499;3980,1;3;30;55;64;159;295;366;462;925;1249;5218
P_173896,W_14019,12,166;183;278;336;583;819;914;969;980;1449;1716;2519,568;593;611;636;857;929;1107;1351;1383;2169;2807;3783,319;473;616;1186;2301;4575;5637;6556;6853;6915;7423;8691,211;220;289;369;422;860;868;901;1219;1223;1320;2927,39;62;141;220;223;272;766;814;1001;1690;2015;2715,147;175;190;269;279;312;395;478;934;1269;1523;2401,166;183;278;336;583;819;914;969;980;1449;1716;2519
P_173956,W_10237,12,2280;4084;4263;4323;5271;5522;5698;5963;6084;6508;7101;9311,2650;3123;6546;7271;7844;8869;9191;9431;9875;11884;11909;12824,73;82;84;92;591;601;807;1205;1318;1582;1979;6382,2045;3986;4570;5098;5309;5868;5883;5944;7010;7244;7386;9923,3691;5971;7443;8044;8225;8388;8909;9125;9389;9445;9971;10364,3764;3888;6079;6502;6622;6784;6927;7327;7529;7934;8454;9416,2280;4084;4263;4323;5271;5522;5698;5963;6084;6508;7101;9311
P_174082,W_5388,12,6;7;9;14;22;25;36;40;60;89;119;191,3;29;49;87;92;96;189;225;319;367;576;1225,23;51;107;112;145;146;196;239;591;646;1577;1888,6;7;12;13;21;28;38;52;54;74;131;218,13;19;28;31;34;45;78;91;102;141;152;834,9;12;14;21;26;32;38;43;56;95;98;139,6;7;9;14;22;25;36;40;60;89;119;191
P_17412,W_9271,12,4;7;13;15;16;47;51;153;242;381;607;1912,14;74;88;199;532;608;693;1472;1524;2121;2247;3684,49;66;107;371;801;1514;1747;1835;2073;3306;4497;6341,4;6;7;12;20;74;99;182;297;477;724;2116,11;15;17;45;55;59;121;125;171;182;254;4075,3;9;10;12;13;28;50;105;161;196;328;2689,4;7;13;15;16;47;51;153;242;381;607;1912
P_174140,W_6093,12,424;907;1192;1361;1592;2043;2185;2896;3180;3832;4116;5232,923;1625;1972;2096;2498;2777;3123;3184;4040;4274;4513;5185,294;558;901;1122;1408;1449;1559;1560;2121;2978;3360;6875,914;1627;1649;1653;2344;2520;2654;3482;3769;4699;4822;5230,2350;2376;3342;3812;3945;3977;4298;5331;6078;6329;6585;7266,1066;2138;2325;2509;2653;2804;3566;3947;4159;4574;4950;6294,424;907;1192;1361;1592;2043;2185;2896;3180;3832;4116;5232
P_174185,W_4846,12,1032;1085;1104;1548;1598;2711;3338;3508;3816;3978;4508;5251,409;721;2237;3008;3326;3401;3769;4014;4996;6405;6784;7842,3509;4009;4716;5360;7474;7989;9158;9456;10435;11141;12849;13351,1135;1626;1630;2017;2065;3154;3482;3775;3865;3937;3983;4853,160;357;446;518;540;1120;1678;1851;1865;2553;5895;6236,572;752;843;1188;1208;1270;2008;2230;2427;2624;4599;5682,1032;1085;1104;1548;1598;2711;3338;3508;3816;3978;4508;5251
